Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000097981	1	0	8	0	1	1	10
ENSMUSG00000097697	4	4	14	7	6	10	4
ENSMUSG00000137420	4	0	0	0	0	0	2
ENSMUSG00000109464	2	1	6	0	6	2	2
ENSMUSG00000109193	5	3	21	0	2	12	17
ENSMUSG00000109152	1	0	4	3	0	6	14
ENSMUSG00000127125	2	0	1	0	0	0	0
ENSMUSG00000005533	236	605	442	762	736	204	547
ENSMUSG00000136569	6	2	0	12	4	0	11
ENSMUSG00000143332	12	7	27	3	13	13	11
ENSMUSG00000030553	1	1	1	0	3	3	5
ENSMUSG00000131332	0	0	0	0	0	1	2
ENSMUSG00000131368	0	0	0	0	0	0	0
ENSMUSG00000086628	8	1	6	0	8	9	19
ENSMUSG00000074071	31	70	80	109	63	26	77
ENSMUSG00000132481	3	0	2	1	2	2	3
ENSMUSG00000109453	2	2	9	3	2	0	11
ENSMUSG00000086410	10	18	32	21	22	16	35
ENSMUSG00000109096	19	0	17	2	9	6	7
ENSMUSG00000143373	1	0	3	0	0	0	1
ENSMUSG00000109458	11	0	14	5	7	6	11
ENSMUSG00000143276	0	3	7	2	0	1	1
ENSMUSG00000123146	4	0	7	0	1	0	4
ENSMUSG00000108924	7	4	14	2	9	8	12
ENSMUSG00000140368	1	0	0	0	0	0	0
ENSMUSG00000108828	10	3	9	4	4	14	22
ENSMUSG00000109298	1	2	5	1	2	4	2
ENSMUSG00000143041	11	8	2	5	15	1	6
ENSMUSG00000109375	0	0	0	0	0	0	0
ENSMUSG00000143427	3	4	11	1	3	4	7
ENSMUSG00000094854	0	1	3	0	0	0	4
ENSMUSG00000108876	11	0	9	1	1	9	13
ENSMUSG00000042659	277	762	719	913	1129	263	726
ENSMUSG00000125215	3	2	6	3	0	13	1
ENSMUSG00000132515	0	0	1	1	2	3	5
ENSMUSG00000109407	27	10	19	13	3	28	23
ENSMUSG00000109524	15	7	18	2	10	25	35
ENSMUSG00000065940	1	0	0	0	0	0	0
ENSMUSG00000133559	0	0	0	0	0	0	0
ENSMUSG00000126848	2	3	5	0	0	3	5
ENSMUSG00000131633	1	0	0	0	0	6	3
ENSMUSG00000098017	4	4	11	3	3	10	11
ENSMUSG00000109400	3	2	11	3	0	8	9
ENSMUSG00000110028	11	21	11	8	0	6	10
ENSMUSG00000109153	21	21	34	12	17	10	59
ENSMUSG00000108885	41	62	57	31	37	54	75
ENSMUSG00000118803	2	1	0	3	0	0	4
ENSMUSG00000128763	10	7	12	3	10	16	19
ENSMUSG00000128681	6	6	6	5	3	4	8
ENSMUSG00000109412	10	10	17	1	4	21	26
ENSMUSG00000098246	6	5	7	4	4	5	14
ENSMUSG00000128722	0	0	6	2	1	1	1
ENSMUSG00000139784	5	8	6	0	12	3	12
ENSMUSG00000139743	1	1	4	0	3	1	11
ENSMUSG00000136842	4	1	2	0	0	3	14
ENSMUSG00000109373	0	0	0	0	1	1	0
ENSMUSG00000137765	1	0	1	1	0	0	0
ENSMUSG00000137721	3	2	3	1	1	2	2
ENSMUSG00000108821	5	12	8	2	0	5	15
ENSMUSG00000077166	0	0	0	0	0	1	1
ENSMUSG00000130080	0	0	0	2	1	3	2
ENSMUSG00000109097	30	18	44	15	11	29	45
ENSMUSG00000109280	3	0	2	0	0	2	2
ENSMUSG00000099387	0	0	2	0	1	1	0
ENSMUSG00000141110	0	7	2	0	6	1	2
ENSMUSG00000109364	1	0	0	0	0	0	0
ENSMUSG00000030551	33	197	62	128	79	25	99
ENSMUSG00000100005	38	37	69	23	39	36	44
ENSMUSG00000131546	1	13	4	8	5	0	13
ENSMUSG00000101559	0	4	1	3	2	2	2
ENSMUSG00000108869	16	4	32	6	13	23	38
ENSMUSG00000097991	2	5	16	5	0	4	18
ENSMUSG00000109021	60	23	38	22	16	34	53
ENSMUSG00000108899	1	0	0	1	0	2	2
ENSMUSG00000109028	14	8	32	7	13	22	32
ENSMUSG00000108836	5	0	2	0	1	0	6
ENSMUSG00000122301	0	0	0	0	0	0	0
ENSMUSG00000109018	5	3	8	6	2	2	18
ENSMUSG00000109294	4	0	3	0	0	3	3
ENSMUSG00000122008	3	4	5	1	1	5	1
ENSMUSG00000122114	5	4	7	4	0	16	6
ENSMUSG00000122071	5	10	9	2	4	2	15
ENSMUSG00002075494	1	0	0	0	0	0	0
ENSMUSG00000136995	1	2	3	0	0	1	3
ENSMUSG00000125369	2	2	3	0	8	4	5
ENSMUSG00000131100	0	5	4	0	0	2	4
ENSMUSG00000109532	63	27	59	10	34	58	120
ENSMUSG00000109454	2	2	0	0	0	4	0
ENSMUSG00000109003	18	8	27	17	17	13	29
ENSMUSG00000100664	1	0	0	1	0	0	3
ENSMUSG00000142625	16	25	25	8	18	16	24
ENSMUSG00000142662	5	1	2	7	0	0	2
ENSMUSG00000099853	5	10	24	3	4	9	21
ENSMUSG00000142711	0	13	3	0	2	2	5
ENSMUSG00000109548	7	3	12	4	2	5	13
ENSMUSG00000099558	8	1	10	2	9	14	15
ENSMUSG00000134789	1	0	0	0	1	5	7
ENSMUSG00000134752	2	5	21	3	6	13	8
ENSMUSG00000126178	4	2	4	0	0	3	3
ENSMUSG00000108978	17	10	9	6	6	11	18
ENSMUSG00000108972	5	1	9	7	3	3	5
ENSMUSG00000109388	3	0	3	2	0	0	5
ENSMUSG00000108982	0	3	5	0	1	4	5
ENSMUSG00000108669	10	4	17	8	8	15	22
ENSMUSG00000108480	2	4	13	0	0	2	6
ENSMUSG00000108800	12	7	2	1	3	15	4
ENSMUSG00000032776	134	194	289	231	377	173	260
ENSMUSG00000108427	5	0	2	0	0	3	2
ENSMUSG00000108493	3	11	4	8	11	7	15
ENSMUSG00000120558	10	2	10	3	2	1	13
ENSMUSG00000142869	2	1	2	0	1	3	1
ENSMUSG00000103673	2	1	10	0	2	0	0
ENSMUSG00000100138	2	0	2	1	2	2	0
ENSMUSG00000081895	1	1	2	1	0	0	1
ENSMUSG00000100670	3	0	0	0	0	4	1
ENSMUSG00000097530	6	43	34	57	43	7	33
ENSMUSG00000098195	6	10	6	4	3	9	8
ENSMUSG00000098035	2	12	8	2	6	14	7
ENSMUSG00000108329	4	0	0	0	1	3	0
ENSMUSG00000108383	12	3	15	4	3	10	6
ENSMUSG00000129356	11	4	15	7	4	11	4
ENSMUSG00000141570	3	2	1	0	2	0	0
ENSMUSG00000108345	18	7	12	0	6	10	11
ENSMUSG00000108778	18	9	29	5	11	21	26
ENSMUSG00000101843	0	1	0	0	0	4	5
ENSMUSG00000108513	8	7	14	3	6	20	20
ENSMUSG00000108530	5	0	12	0	2	11	18
ENSMUSG00000097756	9	0	16	2	2	1	8
ENSMUSG00000070509	18	24	15	14	27	10	31
ENSMUSG00000108678	5	12	0	1	8	6	9
ENSMUSG00000108601	8	4	1	1	7	3	1
ENSMUSG00000078671	223	429	390	631	574	217	473
ENSMUSG00000108741	20	26	45	38	46	11	28
ENSMUSG00000108319	7	8	11	1	10	8	2
ENSMUSG00000108812	0	2	10	4	7	14	3
ENSMUSG00000108563	24	17	19	19	25	17	24
ENSMUSG00000101970	186	402	298	559	511	211	317
ENSMUSG00000120135	10	3	18	4	3	12	6
ENSMUSG00000138335	18	16	14	4	14	16	18
ENSMUSG00000138499	0	0	4	0	0	2	0
ENSMUSG00000138533	0	0	0	0	0	0	0
ENSMUSG00000138457	2	0	0	0	0	0	0
ENSMUSG00000108724	15	13	17	19	23	16	26
ENSMUSG00000108311	5	6	8	4	1	8	9
ENSMUSG00000138574	5	4	0	2	13	3	6
ENSMUSG00000108497	0	1	6	2	0	2	4
ENSMUSG00000065729	0	3	4	0	2	0	2
ENSMUSG00000143201	0	1	0	0	3	5	4
ENSMUSG00000143242	5	0	0	0	0	2	0
ENSMUSG00002076959	4	0	0	1	4	0	0
ENSMUSG00000108550	4	1	0	0	0	0	0
ENSMUSG00000108473	1	0	0	0	0	0	0
ENSMUSG00000108337	0	0	3	0	1	1	5
ENSMUSG00000108485	3	3	3	5	0	3	10
ENSMUSG00000127787	2	3	17	3	0	3	10
ENSMUSG00000108687	0	0	0	0	0	0	0
ENSMUSG00000091890	8	3	1	2	0	2	7
ENSMUSG00000078670	53	96	108	162	121	18	39
ENSMUSG00000108412	1	1	2	0	1	6	2
ENSMUSG00000074067	23	9	42	6	12	29	38
ENSMUSG00000108548	1	0	0	0	0	0	0
ENSMUSG00000108448	46	13	54	26	17	21	73
ENSMUSG00000105381	0	0	0	0	0	0	0
ENSMUSG00000121183	4	0	6	7	4	4	6
ENSMUSG00000025789	23	27	42	22	63	21	30
ENSMUSG00000108375	4	2	5	1	0	5	7
ENSMUSG00000102384	8	13	9	4	4	6	4
ENSMUSG00000108725	2	4	1	0	2	2	2
ENSMUSG00002075038	0	0	0	0	0	0	1
ENSMUSG00000025790	199	491	389	559	609	140	449
ENSMUSG00000133765	2	0	1	0	0	1	0
ENSMUSG00000133722	2	4	18	4	9	16	11
ENSMUSG00000085161	3	13	11	5	3	5	4
ENSMUSG00000133650	17	15	8	5	9	17	21
ENSMUSG00000108570	1	0	3	1	0	3	2
ENSMUSG00000134883	7	15	29	7	17	20	26
ENSMUSG00000108468	8	2	14	4	7	4	17
ENSMUSG00000108652	13	10	8	3	10	13	12
ENSMUSG00000108642	0	0	7	0	4	0	1
ENSMUSG00000108716	5	3	2	0	0	2	5
ENSMUSG00000129802	4	5	14	4	0	4	8
ENSMUSG00002076151	2	0	0	0	0	2	1
ENSMUSG00000108803	9	14	18	2	11	29	15
ENSMUSG00000053025	24	40	62	5	28	45	99
ENSMUSG00002076991	0	0	3	0	1	5	5
ENSMUSG00000097247	32	17	37	7	5	29	38
ENSMUSG00000142134	9	5	3	3	4	5	6
ENSMUSG00000069196	2	7	3	3	0	0	1
ENSMUSG00000136535	7	2	7	2	5	6	10
ENSMUSG00000108590	1	4	8	0	0	0	6
ENSMUSG00000066406	903	1734	1756	2995	2589	688	1565
ENSMUSG00000108542	4	17	8	4	3	7	9
ENSMUSG00000136571	6	3	11	2	0	4	3
ENSMUSG00000108560	5	0	9	0	0	0	5
ENSMUSG00000108557	5	9	7	10	5	11	8
ENSMUSG00002075782	0	0	12	0	0	1	4
ENSMUSG00000108633	28	43	38	50	22	18	43
ENSMUSG00000097415	286	408	419	789	468	179	315
ENSMUSG00002076060	0	0	0	0	0	1	0
ENSMUSG00000097116	1	0	0	0	0	0	4
ENSMUSG00000136759	7	2	3	0	0	4	2
ENSMUSG00000055652	153	346	399	596	728	106	287
ENSMUSG00000108495	17	12	9	6	11	15	27
ENSMUSG00000108467	14	12	7	1	1	23	15
ENSMUSG00000025754	11	55	74	28	73	62	109
ENSMUSG00000098009	7	1	0	0	0	0	4
ENSMUSG00000108514	6	4	5	14	14	11	9
ENSMUSG00000108771	9	3	10	5	1	1	8
ENSMUSG00000137983	8	1	7	4	3	6	5
ENSMUSG00000122692	7	6	3	1	9	8	13
ENSMUSG00000143326	1	0	0	0	0	1	0
ENSMUSG00000122733	3	3	13	1	1	5	9
ENSMUSG00000108611	4	9	20	2	4	7	14
ENSMUSG00000137255	22	6	18	14	4	27	7
ENSMUSG00000108324	6	2	5	1	0	1	2
ENSMUSG00000064940	1	4	0	0	0	2	0
ENSMUSG00002076215	1	0	0	0	0	0	1
ENSMUSG00000142838	3	6	13	2	1	8	9
ENSMUSG00000059146	123	92	187	48	94	156	171
ENSMUSG00000108630	4	0	10	10	5	12	7
ENSMUSG00000108788	6	3	7	1	5	10	11
ENSMUSG00000108390	2	0	8	2	2	3	6
ENSMUSG00000124072	0	0	0	0	0	0	0
ENSMUSG00000052629	4	0	2	0	0	2	1
ENSMUSG00000136181	3	0	1	2	0	1	7
ENSMUSG00000030612	35	120	112	193	129	22	86
ENSMUSG00000108536	0	6	8	4	3	10	12
ENSMUSG00000030611	58	114	92	225	137	22	76
ENSMUSG00000108603	4	0	8	3	3	2	9
ENSMUSG00000030610	42	81	107	199	125	26	105
ENSMUSG00000108791	0	0	5	1	0	2	0
ENSMUSG00000108385	6	3	2	1	0	2	1
ENSMUSG00000123127	5	0	5	0	1	2	7
ENSMUSG00000133834	0	0	4	2	0	0	1
ENSMUSG00000120042	8	2	0	1	0	4	5
ENSMUSG00000065609	0	0	0	0	0	0	0
ENSMUSG00000128146	7	2	2	4	0	2	4
ENSMUSG00000030609	66	140	131	280	163	48	157
ENSMUSG00000136805	0	0	0	0	0	0	0
ENSMUSG00000039236	252	699	780	1819	1408	305	570
ENSMUSG00000108670	9	8	12	2	6	3	9
ENSMUSG00000097441	32	12	47	23	31	26	56
ENSMUSG00000140665	3	1	9	2	0	5	0
ENSMUSG00000030607	20	10	141	1	243	110	26
ENSMUSG00000030606	16	7	14	11	6	10	18
ENSMUSG00000144144	2	0	0	1	0	0	1
ENSMUSG00000030605	302	1092	517	840	994	229	580
ENSMUSG00000142470	1	2	0	1	0	2	0
ENSMUSG00000135012	2	0	3	1	0	0	1
ENSMUSG00000126518	5	0	0	12	7	2	4
ENSMUSG00000132891	0	0	2	2	0	6	0
ENSMUSG00000108387	3	11	17	8	2	13	4
ENSMUSG00000039202	194	260	281	651	545	79	266
ENSMUSG00000108521	8	16	16	12	12	4	29
ENSMUSG00000108460	12	12	12	18	34	15	12
ENSMUSG00000138487	2	10	4	11	6	5	7
ENSMUSG00002076442	0	0	0	0	0	0	0
ENSMUSG00000039194	3	1	9	8	3	9	15
ENSMUSG00000039187	78	149	323	371	308	62	155
ENSMUSG00000127262	4	3	5	1	4	2	0
ENSMUSG00000082400	1	3	2	0	4	0	0
ENSMUSG00000039176	314	696	727	1231	1081	216	635
ENSMUSG00000108599	5	0	2	2	2	5	2
ENSMUSG00000127185	0	0	0	0	0	3	2
ENSMUSG00000127227	3	0	3	0	0	2	1
ENSMUSG00000097023	31	5	9	4	2	22	14
ENSMUSG00000093238	0	0	0	0	0	0	0
ENSMUSG00000127147	1	5	5	0	1	2	0
ENSMUSG00000102995	1	6	5	0	2	0	0
ENSMUSG00000103663	0	0	0	0	1	8	2
ENSMUSG00000103831	0	2	5	1	7	2	1
ENSMUSG00000127106	9	1	12	2	6	5	1
ENSMUSG00000108616	17	5	4	11	3	11	11
ENSMUSG00000127067	2	0	2	1	2	0	1
ENSMUSG00000108373	2	11	2	1	0	0	3
ENSMUSG00000108776	3	0	1	0	0	1	2
ENSMUSG00000030549	3	6	9	15	17	4	5
ENSMUSG00000108318	1	2	0	0	0	0	0
ENSMUSG00000139885	5	13	6	1	1	16	6
ENSMUSG00000046591	135	189	273	362	448	132	255
ENSMUSG00000050382	15	32	25	12	37	8	18
ENSMUSG00000039133	1	5	6	3	6	7	2
ENSMUSG00000030546	21	393	25	207	64	8	144
ENSMUSG00000030545	21	70	43	104	50	23	65
ENSMUSG00000108425	3	1	6	7	2	1	5
ENSMUSG00000039099	22	8	8	4	8	9	15
ENSMUSG00000139632	2	1	5	0	1	1	3
ENSMUSG00000108506	0	1	0	1	0	2	0
ENSMUSG00000030544	4	3	0	1	0	4	1
ENSMUSG00000129331	0	0	2	0	0	0	0
ENSMUSG00000030543	6	0	0	1	0	2	2
ENSMUSG00000039062	48	126	27	116	81	39	88
ENSMUSG00000108476	1	0	7	0	0	3	0
ENSMUSG00000123330	4	1	0	2	3	7	3
ENSMUSG00000063801	141	328	234	445	357	79	196
ENSMUSG00000097685	2	17	5	7	4	10	10
ENSMUSG00000097699	21	33	16	6	9	24	48
ENSMUSG00000108350	3	20	15	3	15	4	10
ENSMUSG00000039043	9	62	35	70	66	15	40
ENSMUSG00002076150	2	0	0	0	0	1	1
ENSMUSG00000048897	143	215	197	355	358	97	216
ENSMUSG00000108365	19	11	19	48	24	30	22
ENSMUSG00000108714	10	12	7	31	15	10	18
ENSMUSG00000108655	3	7	8	3	0	11	3
ENSMUSG00000030541	443	1243	781	1760	1301	215	842
ENSMUSG00000108494	7	16	25	13	7	11	23
ENSMUSG00000126755	2	2	3	2	5	1	0
ENSMUSG00000126796	17	3	14	7	17	18	32
ENSMUSG00000108757	3	0	0	0	0	0	0
ENSMUSG00000141263	2	0	1	0	0	1	0
ENSMUSG00000030539	119	312	233	486	436	117	232
ENSMUSG00000108389	10	8	15	29	24	12	22
ENSMUSG00000030538	118	264	233	500	384	118	152
ENSMUSG00000050973	32	76	45	125	122	18	57
ENSMUSG00000082954	1	0	5	0	1	1	1
ENSMUSG00000142070	3	2	6	0	0	4	1
ENSMUSG00000045467	20	9	17	15	15	7	6
ENSMUSG00000047084	40	119	113	208	167	64	148
ENSMUSG00000030534	69	158	134	387	324	61	153
ENSMUSG00000038930	44	50	52	60	52	51	41
ENSMUSG00000038943	263	531	891	1670	1485	254	503
ENSMUSG00000030533	129	271	230	421	389	68	197
ENSMUSG00000030532	15	18	17	23	10	9	10
ENSMUSG00000038886	291	503	258	607	532	100	430
ENSMUSG00000125501	2	0	3	2	0	0	0
ENSMUSG00000053158	456	1084	1165	2230	1533	311	712
ENSMUSG00000030530	266	659	498	730	793	175	415
ENSMUSG00000108436	7	2	0	0	2	7	4
ENSMUSG00000125457	3	5	1	0	0	1	0
ENSMUSG00000081664	9	0	3	0	0	3	3
ENSMUSG00000030528	178	355	542	1040	695	156	346
ENSMUSG00000134769	3	11	20	7	9	2	5
ENSMUSG00000091989	0	3	4	2	2	0	11
ENSMUSG00000142888	1	0	0	1	0	0	2
ENSMUSG00000138196	0	0	1	2	0	3	0
ENSMUSG00000030527	131	239	191	302	303	105	212
ENSMUSG00000108643	1	2	1	0	0	1	6
ENSMUSG00000084821	14	15	18	12	28	23	22
ENSMUSG00000030536	1191	2201	2183	4424	3879	602	2010
ENSMUSG00000108321	6	22	15	20	9	5	18
ENSMUSG00000131559	1	0	4	0	1	1	3
ENSMUSG00000038797	6	4	5	18	12	1	10
ENSMUSG00000025722	78	101	124	176	153	27	88
ENSMUSG00000128034	3	3	15	6	7	6	7
ENSMUSG00000025723	38	49	11	66	39	11	43
ENSMUSG00000025724	132	306	343	633	519	166	275
ENSMUSG00000081372	0	0	0	0	4	0	0
ENSMUSG00000109390	38	35	52	19	28	25	42
ENSMUSG00000109008	7	11	1	4	10	4	13
ENSMUSG00000109367	0	0	1	0	2	2	1
ENSMUSG00000005621	239	542	474	918	885	121	429
ENSMUSG00000109302	1	3	9	10	15	1	0
ENSMUSG00000038763	186	575	25	237	206	34	350
ENSMUSG00000085194	0	2	3	1	1	1	3
ENSMUSG00000025726	11	6	19	4	18	4	23
ENSMUSG00000129723	18	11	6	26	28	0	5
ENSMUSG00000083820	0	0	0	2	0	0	4
ENSMUSG00000109323	5	4	6	5	3	7	7
ENSMUSG00000139974	2	10	13	8	12	13	16
ENSMUSG00000025584	135	362	200	335	318	89	222
ENSMUSG00000083774	2	10	15	29	28	5	20
ENSMUSG00000061787	251	554	273	663	569	149	309
ENSMUSG00000025586	65	170	62	78	88	41	134
ENSMUSG00000081747	1	3	12	1	0	5	8
ENSMUSG00000109401	13	20	6	2	7	20	6
ENSMUSG00000062444	25	8	17	4	7	18	20
ENSMUSG00000061877	3	10	7	4	2	0	9
ENSMUSG00000097277	59	188	134	183	217	94	171
ENSMUSG00002076102	0	0	0	0	0	0	0
ENSMUSG00000104618	0	0	0	0	0	0	0
ENSMUSG00000104453	27	75	17	21	50	2	71
ENSMUSG00000038663	127	407	46	221	252	45	471
ENSMUSG00000045795	85	248	146	353	212	49	187
ENSMUSG00000109428	5	4	10	14	11	5	8
ENSMUSG00000025813	94	104	92	78	153	65	120
ENSMUSG00000109194	12	3	15	8	8	4	17
ENSMUSG00002076632	1	0	0	0	0	1	2
ENSMUSG00000129155	3	3	15	10	5	3	15
ENSMUSG00000137025	0	1	3	0	3	1	0
ENSMUSG00000140675	5	1	5	1	1	4	5
ENSMUSG00000109519	6	3	11	4	5	9	10
ENSMUSG00000133084	1	0	0	0	0	0	0
ENSMUSG00000038646	72	179	163	340	277	74	137
ENSMUSG00000025102	25	51	59	95	71	27	39
ENSMUSG00000109485	3	11	5	6	5	5	4
ENSMUSG00000109427	3	3	4	0	3	0	7
ENSMUSG00000025103	219	673	401	674	675	149	468
ENSMUSG00000120034	4	1	2	2	3	4	5
ENSMUSG00000133040	2	1	11	2	3	7	8
ENSMUSG00000038623	221	369	459	954	673	86	331
ENSMUSG00000109110	8	10	10	10	10	1	16
ENSMUSG00000109243	5	21	7	9	23	15	15
ENSMUSG00000025104	108	145	145	183	159	126	174
ENSMUSG00000109090	1	3	6	0	0	2	6
ENSMUSG00000124136	3	2	3	2	14	11	2
ENSMUSG00002076387	0	0	0	0	0	0	0
ENSMUSG00000025105	19	17	27	7	11	24	19
ENSMUSG00000109145	2	1	3	6	11	21	9
ENSMUSG00000108987	11	7	17	2	5	7	18
ENSMUSG00000108868	6	6	4	0	2	2	12
ENSMUSG00000108845	0	0	0	0	0	0	0
ENSMUSG00000137337	1	2	1	0	0	2	2
ENSMUSG00000109140	5	0	2	4	0	0	0
ENSMUSG00000030638	16	24	19	9	14	14	19
ENSMUSG00000137300	1	1	0	0	0	0	0
ENSMUSG00000137261	2	4	2	1	3	4	4
ENSMUSG00000137419	2	1	1	0	0	0	3
ENSMUSG00000137372	3	5	1	0	2	0	1
ENSMUSG00000070469	41	79	48	68	51	65	94
ENSMUSG00000109479	1	0	0	1	0	3	3
ENSMUSG00000138088	0	2	0	0	0	1	4
ENSMUSG00000038570	10	15	14	11	4	25	38
ENSMUSG00000038563	82	225	169	289	211	84	168
ENSMUSG00000108855	0	9	0	0	0	5	5
ENSMUSG00000138165	1	3	6	2	0	12	4
ENSMUSG00000108991	19	44	48	25	13	39	66
ENSMUSG00000108984	3	22	15	14	4	15	6
ENSMUSG00000086690	8	4	9	9	5	7	14
ENSMUSG00002076035	0	4	0	0	0	2	0
ENSMUSG00000138127	3	1	6	5	3	5	5
ENSMUSG00000131060	0	0	6	0	4	7	2
ENSMUSG00000127880	0	0	1	3	0	0	10
ENSMUSG00000109383	13	5	28	7	6	9	20
ENSMUSG00000030636	24	19	29	11	15	13	28
ENSMUSG00000120123	0	0	0	0	0	0	0
ENSMUSG00000057706	17	32	36	17	46	6	17
ENSMUSG00000127919	3	5	2	1	10	4	10
ENSMUSG00000109106	16	3	10	0	8	8	22
ENSMUSG00000109541	4	1	3	0	0	3	5
ENSMUSG00000077149	0	0	1	0	0	2	2
ENSMUSG00000053528	3	18	14	9	3	11	24
ENSMUSG00000128137	0	0	0	0	0	3	0
ENSMUSG00000108861	25	10	22	3	11	26	26
ENSMUSG00000109335	0	0	0	0	0	0	0
ENSMUSG00000109506	31	36	41	20	24	38	59
ENSMUSG00000109013	27	14	36	11	20	32	54
ENSMUSG00000129360	11	3	21	3	4	8	9
ENSMUSG00000108831	5	9	16	1	4	7	17
ENSMUSG00000143640	4	4	3	0	2	3	4
ENSMUSG00000109042	0	8	3	1	7	2	5
ENSMUSG00000094841	31	31	62	15	19	32	33
ENSMUSG00000132288	0	1	3	0	1	1	9
ENSMUSG00000038540	31	27	47	12	32	42	52
ENSMUSG00000087088	48	23	61	39	33	35	37
ENSMUSG00000046027	97	186	202	439	236	70	150
ENSMUSG00000108825	11	10	23	10	13	11	27
ENSMUSG00000001741	296	587	618	1110	975	147	455
ENSMUSG00000085080	1	1	0	1	3	0	5
ENSMUSG00000109290	2	6	4	0	4	1	8
ENSMUSG00000063902	72	157	214	335	248	76	116
ENSMUSG00000011154	14	31	19	25	17	23	34
ENSMUSG00000109248	9	8	5	9	6	6	5
ENSMUSG00000141753	7	7	0	4	2	4	4
ENSMUSG00000109450	8	10	14	13	4	5	18
ENSMUSG00000130544	3	1	2	2	4	2	3
ENSMUSG00000109163	0	0	0	0	0	0	0
ENSMUSG00000109552	4	3	15	0	5	5	14
ENSMUSG00000130587	0	0	3	0	2	2	7
ENSMUSG00000109452	9	9	27	14	12	43	19
ENSMUSG00000070462	141	420	534	998	852	109	434
ENSMUSG00000038503	182	396	346	545	570	138	303
ENSMUSG00000125615	1	0	0	0	1	0	1
ENSMUSG00000108878	9	13	15	7	13	6	20
ENSMUSG00000052353	47	54	85	38	105	54	91
ENSMUSG00000126327	6	5	6	0	1	0	1
ENSMUSG00000137317	0	0	0	0	0	0	0
ENSMUSG00000038459	286	456	399	926	598	86	317
ENSMUSG00000097016	13	17	33	23	12	13	20
ENSMUSG00000140473	2	0	7	0	5	4	5
ENSMUSG00000092743	2	2	1	0	1	2	0
ENSMUSG00000109381	6	5	13	1	11	8	14
ENSMUSG00000140527	2	2	5	1	1	1	13
ENSMUSG00000109091	0	0	10	8	2	2	11
ENSMUSG00000015709	60	95	50	38	105	42	82
ENSMUSG00000119308	0	1	0	0	0	2	0
ENSMUSG00000109341	7	3	3	3	0	1	4
ENSMUSG00000129625	2	1	1	0	0	4	4
ENSMUSG00000129878	5	4	6	6	2	5	4
ENSMUSG00000108864	6	7	26	1	1	7	23
ENSMUSG00000109347	12	3	21	1	2	19	17
ENSMUSG00000097789	48	22	32	10	12	8	32
ENSMUSG00000109422	1	1	6	4	0	4	3
ENSMUSG00000109513	0	0	0	0	0	0	0
ENSMUSG00000030630	30	43	34	108	59	16	58
ENSMUSG00000030629	295	700	850	1452	1116	328	591
ENSMUSG00000085236	11	8	31	14	8	34	35
ENSMUSG00000143082	0	0	7	0	4	6	6
ENSMUSG00000092429	5	1	9	0	0	3	4
ENSMUSG00000092217	1	8	3	1	3	4	1
ENSMUSG00000143116	0	0	5	1	0	0	2
ENSMUSG00000068629	0	0	0	0	0	0	0
ENSMUSG00000070460	25	16	21	8	26	24	29
ENSMUSG00000092425	10	6	5	2	5	5	13
ENSMUSG00000070459	29	46	24	19	20	62	33
ENSMUSG00000116179	0	0	0	0	0	0	0
ENSMUSG00000092214	0	0	0	0	0	0	0
ENSMUSG00000066372	53	50	85	19	27	64	89
ENSMUSG00000094950	62	75	77	49	36	85	119
ENSMUSG00000092530	1	3	8	3	0	1	4
ENSMUSG00000092422	0	1	7	3	4	0	0
ENSMUSG00000092621	5	3	14	3	7	13	18
ENSMUSG00000092211	4	5	6	1	2	4	12
ENSMUSG00000092199	3	0	5	3	3	2	9
ENSMUSG00000095664	49	48	50	36	35	41	92
ENSMUSG00000092259	6	8	8	2	5	13	18
ENSMUSG00000096861	34	22	19	17	26	46	60
ENSMUSG00000092562	5	0	5	0	7	6	3
ENSMUSG00000092313	1	6	1	0	1	8	1
ENSMUSG00000090773	8	26	26	15	6	11	14
ENSMUSG00000091006	93	61	103	65	72	97	127
ENSMUSG00000092256	16	18	20	2	7	14	8
ENSMUSG00000108857	12	8	24	10	4	23	23
ENSMUSG00000092431	6	3	1	2	5	1	5
ENSMUSG00000092467	29	15	22	11	22	25	24
ENSMUSG00000136299	5	5	11	4	7	5	21
ENSMUSG00000090806	69	106	96	61	54	71	131
ENSMUSG00000091205	13	19	14	6	5	26	28
ENSMUSG00000092533	7	5	2	1	6	5	12
ENSMUSG00000092567	5	16	18	1	12	15	27
ENSMUSG00000051877	40	31	22	23	25	44	56
ENSMUSG00000092426	8	2	1	2	5	3	3
ENSMUSG00000092410	14	11	1	1	10	5	17
ENSMUSG00000092179	2	0	0	1	0	0	1
ENSMUSG00000092307	2	4	10	4	0	8	3
ENSMUSG00000092287	3	4	8	6	0	1	4
ENSMUSG00000070458	31	45	42	27	19	52	66
ENSMUSG00000092440	4	0	5	2	3	11	0
ENSMUSG00000090774	57	105	56	32	53	65	85
ENSMUSG00000092263	3	0	2	0	8	1	8
ENSMUSG00000092529	4	0	6	0	1	7	7
ENSMUSG00000092608	1	8	5	5	16	5	9
ENSMUSG00000092330	4	4	8	8	2	10	25
ENSMUSG00000092357	20	26	24	3	9	32	17
ENSMUSG00000092532	7	1	3	0	0	3	6
ENSMUSG00000090436	24	35	40	18	5	47	57
