Geneid	male_4m_1	male_4m_2	male_4m_3	male_4m_4	male_4m_5	female_4m_1	female_4m_2	female_4m_3	female_4m_4	female_4m_5	male_18m_1	male_18m_2	male_18m_3	male_18m_4	male_18m_5	female_18m_1	female_18m_2	female_18m_3	female_18m_4	female_18m_5
ENSMUSG000000210137	333	226	508	297	199	324.999	245	259	360	412	243	321	352.001	228	198	221	332	307	398.001	331
ENSMUSG00000115801	12.418	9.028	15.154	8.587	5.83	15.181	10.401	7.808	9.067	14.753	11.163	7.995	10.993	11.439	13.899	9.504	8.774	3.871	10.945	12.164
ENSMUSG00000136269	0	2	4	3	3	2	1	3	3	1	2	4	4	1	2	2	7	4	1	1
ENSMUSG00000083665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000623820	0	0	1.04	0	0	0	0	0	0	3.242	1.041	1.041	1.031	0	0	10.76	2.103	0	0	0
ENSMUSG00000113102	2	0	4	5	1	3	2	1	5	4	0	2	0	0	1	0	2	2	1	0
ENSMUSG00000090675	0	0	1.044	0	0	0	1.146	2.001	0	0	0	2	3	0	1.145	0	0	1	0	0
ENSMUSG00000134214	2.827	0	0	2.689	0	1	2.1	0	0	0	0	3.266	0	3.051	0	0	0	0	1.283	0
ENSMUSG00000113196	0	1.012	2.368	1.015	0	2.596	2.195	1.021	2.333	1.009	3.021	3.017	3.074	1.002	0	1	1.028	3.001	3.177	1.976
ENSMUSG000000210096	92	96.001	150	106	66	92	71.999	93.999	94	143.999	91	61	62	62	39	56	78	60	78.001	73.999
ENSMUSG00000112990	6.256	4.143	17.451	13.956	4.262	10.413	5.719	5.681	12.674	8.357	9.044	12.849	9.22	9.635	7.982	14.906	4.375	12.447	9.165	3.828
ENSMUSG00000113656	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0
ENSMUSG000000210075	359.008	245.764	558.208	337.08	261.312	309.455	269.502	278.922	387.96	442.695	380.09	394.222	400.289	305.536	270.342	363.273	476.105	382.616	491.398	387.128
ENSMUSG00000141447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000113927	0	2	0	0	0	0	3	2	2	1	2	1	4	2	1	1	2	0	2.001	0
ENSMUSG000000338541	149	132	159.001	126.999	95	120	97	114.001	161	192	126	119.999	113.001	99	79	115	156	129	193	139
ENSMUSG00002076659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021886	5	0	2	2	0	5	2	0	2	3	6	1	5	0	4	5	13	2	2	3
ENSMUSG00000141811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000112584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112598	1	0	2	0	2	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000024074	318	253	387.956	314.001	193	289	222	276.791	361.266	360.831	450.011	447	373.038	299	254	233	314	395	636.728	431.963
ENSMUSG00000098510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116784	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000112635	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043483	305.875	408.927	768.616	506.161	348.186	570.477	339.836	579.354	443.189	540.523	0	0	0	0	0	0	6.949	0	0	0
ENSMUSG00000112040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130745	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00002075563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000489153	835	777	1075	645	470	752	521	647	810	1097	1013	839	800	739	514	1216	1339	624	526	829
ENSMUSG00000112024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112067	1	3	0	1	0	1	1	2	2	2	1	0	1	3	3	1	1	1	2	1
ENSMUSG00000047414	1464	964	1520	931	795	1260	701	1047	1226	2001	920	1225	1235	1072	854	1350	1611	1042	1165	1197
ENSMUSG00000122677	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0
ENSMUSG000000624803	79.642	86.067	89.638	61.828	67.659	89.647	71.742	56.353	70.993	84.489	49.681	70.872	63.125	61.401	49.819	42.785	106.876	59.289	116.568	70.515
ENSMUSG00001118669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000131658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000134545	1.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000142486	0	0	0	1	0	0	1	1	0	1.244	1	1	0.998	0	0	0	0	0	0	0
ENSMUSG00000123036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.991	0	0	0	0	0
ENSMUSG00000139834	0	0	0	0	0	0	0	0	0	0	1.631	0	0	0	0	0	1	1.613	0	1
ENSMUSG00000137510	0	0	0	0	0	1.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000133854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113499	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000134540	0	0	2	0	0	1	1	2	0	0	2	0	0	2	0	1	0	0	0	0
ENSMUSG00000112953	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	2	0	0	0	1
ENSMUSG00000113676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000142002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG000000209646	3820	3160	5297	3143	2370	3750	2202	2930	3582	5022	2341	2866	2693	2106	2179	2616	3495	2564	3519	3145
ENSMUSG00000137248	1	1	1	1	2	3	1	0	1	5	3	0	0	0	0	0	0	0	0	0
ENSMUSG00002076410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120572	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000024353	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	2	0	3
ENSMUSG00000086689	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	1	0	0	1	0
ENSMUSG00000132271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000209616	104	124.001	172.072	138.73	95	103.045	90.175	101.018	129.836	154.942	138.004	172	170	111.001	125	132.345	177.94	162.065	274.006	212.543
ENSMUSG00000116581	7.047	12.963	14.146	12.272	5.968	4.209	2.338	9.09	3.068	14.03	15.499	4.995	9.018	2.561	5.9	1.46	4.955	2.994	7.853	4.288
ENSMUSG00000128537	0	1	0	0	2	3	2	0	0	0	0	0	2	0	0	0	0	1	0	4.973
ENSMUSG00000113943	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000131266	6.973	9.319	14.195	14.436	2.252	6.976	8.191	3.721	11.632	11.786	10.447	8.369	8.534	5.741	2.826	5.549	6.861	0	12.007	4.608
ENSMUSG00000080365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG000000209625	1118	832.981	1534	916	779	1005	709	949	1070	1369	1208	1321	1332	954	900	1132	1630	1048	1619.95	1303
ENSMUSG00000093565	22	17	33	28	18	28	25	25	41	30	51	40	26	28	14	31	27	21	48	43
ENSMUSG00000099750	0	0	0	0	0	1.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085610	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000113239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.055	1.087
ENSMUSG00002076394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113747	0	0	0	0	0	0	0	0	1.611	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007682	1176.89	1215.84	1679.67	1192.59	880.819	1099.95	748.942	963.844	1314.84	1431.76	512.057	566.505	676	461	394	497.934	635.821	475	727	597.892
ENSMUSG00000123697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099315	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000097333	369.386	323.866	597.856	340.285	243.754	408.088	267.74	326.827	349.881	495.364	295.887	355.508	355.999	268.948	190.755	325.701	373.897	294.547	380.803	385.804
ENSMUSG00000114032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113001	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113884	0	0	0	1.017	1.004	0	0.96	1.092	0	0	0	0	0	0	1.134	0	0	0.996	1.165	1.017
ENSMUSG00000113055	4	8	5	8	1	1	9	6	6	9	10	8	9	9	5	7	2	5	17	2
ENSMUSG00000116109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000139361	1	2	1	3	0	0	0	0	1	4	3	2	1	0	2	0	4	4	4	2
ENSMUSG00000114726	0	0	0	0	0	0	0	4.164	0	2.933	1.911	0	4.408	0	0	5.92	0	0	0	0
ENSMUSG00000114153	1.064	0	8.161	1.046	0	1.026	3.048	3.667	1.064	8.349	3.028	0	3.084	1.159	1.028	2.827	2.013	3.061	6.101	2.451
ENSMUSG00002075866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136127	0	0	0	0	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000114001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117027	7.009	7	7.015	3	5	7.004	4.054	4.002	7.007	9.023	2.479	5.203	3.169	4.048	2	6.014	2	2	5.009	2.011
ENSMUSG00000113213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113087	0	0	0	0	1.01	0	1.023	1.002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113434	1.136	0	0	0	0	0	1.13	0	0	0	0	0	0	0	0	0	0	0	1.035	0
ENSMUSG000000210446	907.865	774.003	1367	771	606.989	985.999	577.847	696.998	811.3	1161	563.001	596.001	637	460.001	471	592	811	558.999	774.963	703
ENSMUSG00000113903	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	1	0	0	0	1
ENSMUSG00000113490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114020	0	0	0	0	0	0	1.002	1.001	0	0	1.001	0	0	0	0	0	1	0	0	1
ENSMUSG00000112979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000079029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.009	0	0
ENSMUSG00000113187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000095859	84.027	66.036	128.978	82.081	53.997	71.999	62.855	63.001	75.459	77	81.102	78.393	103.221	56.053	50	86.143	117.365	62.054	110.8	83.837
ENSMUSG00000137481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000123386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114109	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000095717	0	0	0	0	0	0.966	0	0	0	0	1	1	0	0	0	0	0	1	3	0
ENSMUSG00000121806	1.02	0	0	2.112	3.071	0	0	0	0	1.113	2.099	3.045	1.114	2.018	1.01	2.02	0	2.029	1.081	0
ENSMUSG00000113481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000678602	81	71	191	109	69	98	61	93	74	85	98	98	74	36	43	43.82	100.928	88	88	116
ENSMUSG00000113748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002	0	0	0	0
ENSMUSG00000114101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140166	0	0	0	0	0	0	0	0	0	0	0	28.996	0	0	0	0	0	0	65.561	0
ENSMUSG00000079034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076596	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117269	0	0	1	1	0	1	1	0	0	0	0	0	0.936	0	1	1	1	1	0	4
ENSMUSG00000105428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052821	14	13.002	32.003	21	15	24	13	13	24	20.002	9	15	12	13	16	16	29	9	21	15
ENSMUSG00000113648	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000142396	0	0	1.001	0	0	0	1	0	0	1	1	2	0	0	0	1	0	0	2	1.002
ENSMUSG00000132066	1	0	1	2	1.326	1	1	0	4.001	1	0	2.1	2	0	0	1	0	0	3	0
ENSMUSG000000506713	2	5	13	3	0	7	1	4	1	2	4	6	1	0	3	1	3	4	5	0
ENSMUSG00000021037	2228	1984	3596	2080	1609	2230	1492	1859	2342	3116	1724	1884	1842	1354	1385	1925	2509	1733	2336	2182
ENSMUSG00000034111	825	650	1169	643	394	765	409	620	692	989	383	470	500	344	367	323	443	306	484	495
ENSMUSG000000548743	766.001	907.001	1505	572	441	1053	540.001	835.001	901	1247	386	487	442	323.001	352	393.999	499.001	371	562	525
ENSMUSG000000060196	291.001	234	432	238	235	291	177	237.999	244	297.001	166	155	165	103	134	143	211	126	246	148
ENSMUSG000000210332	698.29	566.074	950.419	636.576	452.913	569.942	430.615	589.865	628.414	796.353	509.687	507.03	463.388	347.926	304.815	445.215	561.723	407.453	632.211	516.557
ENSMUSG000000211568	2781.24	2210.83	3889.34	2513.5	1647.41	2576.35	1789.51	2464.84	2922.31	3467.49	2688.49	2781.67	2845.75	2148.11	2125	2367.7	2978.58	2215.62	3640.41	2729.97
ENSMUSG000000210324	244	115	269	175.999	131	188	75	161.974	190	201	186	213	101	55	35	61	73	173.854	233	262
ENSMUSG00000085426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000450783	953.999	811	1341	916	702	900	577	786.001	939.001	1192	694	679.999	704.999	521.001	503	668.998	870	593	916	749.001
ENSMUSG00000107747	2.175	0	0	0	1.059	0	1.416	0	1.075	0	2.109	0	1.054	0	0	0	0	1.06	0	0
ENSMUSG00000048483	2057.7	1522	2454.22	1879.09	1273.03	1879	1012.48	1376.96	1842.38	2330.38	1209	1307	1346	1042	930	1249	1813	1207.9	1690	1498
ENSMUSG00000120035	15	10	20	17	3	7	9.611	21.609	19	10.198	10	11.533	33.321	9	17	17	12.432	15	14	14.043
ENSMUSG00000120265	1	0	1	0	2	0	1	0	1.262	0	2	2	1.838	0	1	0	0	0	0	3
ENSMUSG00000046719	90	125	200	95	54	116	70	126	126	166	85	91	82	52	69	100	110	61	45	68
ENSMUSG00000140334	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	3	0
ENSMUSG00000034168	1762	2006	3602	1792	1121	1883	1258	1482	2091	2599	1323	1750	1733	1134	1296	1454	1846	1352	2046	1689
ENSMUSG00000113555	0	2.073	0	0	1.988	0	2.489	0	5.013	0	0	0	0	0	0	0	0	5.174	0	0
ENSMUSG00000142744	11.105	9.044	10.133	6.563	2.459	9.621	9.834	2.719	7.435	18.28	6.052	7.039	6.336	8.297	2.179	5.536	8.098	5.088	5.104	8.949
ENSMUSG00002075409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000142825	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000133012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000133891	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000001675	21	19.239	34	23	17.999	23	13	18	25.172	23	27.001	39	30	15.248	21	17.001	41.999	26.999	33.306	26.238
ENSMUSG00000083326	1.113	0	0	0	1.107	0	0	0	0	1.105	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121169	0	3.132	2.694	6.729	0	2.318	7.488	0	3.655	8.986	7.73	5.13	3.449	2.664	1.06	5.62	2.252	4.601	17.851	7.619
ENSMUSG00000113230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132180	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000100895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002
ENSMUSG00000123196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110422	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000006324	6354.04	5248	10866	6312.21	4828	6931	4429	5528	5792.1	8203	3077	4491	3834	2466	3444	3070	3941	3662	8119.03	4530
ENSMUSG00000127738	0	1	0	0	0	0	1	0	1	0	0	0	1.031	0	1	0	0	1	2.07	0
ENSMUSG00000114051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.012	0	0	0	0
ENSMUSG00000103301	3.242	1.014	0	1.12	0	0	0	1.049	1.036	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000117942	46.328	46.979	45.834	79.4	37.547	30.375	29.616	36.77	73.764	53.13	24.321	37.539	44.656	19.016	11.83	22.878	34.922	16.669	50.777	23.077
ENSMUSG00000020561	357.067	273.916	547.988	291.25	200.377	310.374	186.287	288.001	322.876	402.911	325	360.879	387.797	266.999	247.863	313.186	380.663	286.816	422.112	406.634
ENSMUSG00000121073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141408	5.532	0	0	0	8.637	0	0	0	0	0	0	0	0	1.285	0	0	0	0	3.421	0
ENSMUSG000000346145	652.791	582.746	1144.18	660.927	490.03	603.949	479.703	538.975	686.015	831.725	631.975	707.939	778.522	568.83	541.001	600.34	929	682.4	980.4	821.893
ENSMUSG00000131458	1	0	2	3	0	1	2	0	4	1	1	2	1	0	2	1	2	1	3	0
ENSMUSG00000116853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000212504	968	1800	2453	2148	1283	1736	1338	1552	1905	2087	626	1179	925	328	280	266	645	185	409	831
ENSMUSG00000125378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138976	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
ENSMUSG00000139054	0	0	0	0	0	0	0	0	1.004	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000139741	0	0	0	1.872	1.623	1	1.473	0	1.716	3.098	0	0	2.163	0	0.859	0	0	0	0	0
ENSMUSG00000113072	0	0	0	0	0	0	0	0	0	1.065	1.068	1.06	0	0	0	0	0	0	0	0
ENSMUSG00000090795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000212480	2557	2097	3723.02	2263.59	1672.12	2321	1674	2145.86	2446.94	3089.84	2117.2	2326.52	2091	1551	1462	1882.62	2619.56	1894.94	2829.5	2519.67
ENSMUSG000000308950	10	11	16	6	5	13	11	10	11	15	4	8	5	12	3	11	13	4	9	9
ENSMUSG00000127269	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000132960	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
