Geneid	WT_C_1	WT_C_2	WT_C_3	WT_T_1	WT_T_2	WT_T_3	KO_C_1	KO_C_2	KO_C_3	KO_T_1	KO_T_2	KO_T_3
ENSMUSG00000111847	27	34	24	15	15	12	21	7	21	17	41	45
ENSMUSG00000122446	36	21	38	31	20	32	29	35	32	54	68	105
ENSMUSG00000122530	31	23	48	36	30	40	45	39	22	53	71	79
ENSMUSG000000198417	1907	1287	1852	1412	1052	918	2328	1620	1726	3431	3934	3624
ENSMUSG00000080384	3	1	5	3	2	1	0	1	1	2	4	1
ENSMUSG00000081608	10	2	9	3	3	3	14	3	3	5	20	21
ENSMUSG00000130409	3	3	12	4	4	7	6	8	6	6	20	9
ENSMUSG00000129867	7	6	12	4	8	1	2	8	5	2	11	7
ENSMUSG00000126086	9	4	17	14	0	10	7	2	7	18	16	14
ENSMUSG00000096687	222	116	168	59	49	51	230	164	184	216	238	188
ENSMUSG00000097890	2	8	17	13	8	17	4	6	7	6	0	7
ENSMUSG00000111355	0	0	1	3	0	3	1	1	3	0	0	1
ENSMUSG00000121468	1	3	2	2	2	9	4	0	1	0	0	1
ENSMUSG00000039339	0	2	1	1	1	2	5	1	0	0	0	0
ENSMUSG00000111620	0	0	2	6	3	12	4	2	1	1	0	3
ENSMUSG00000121339	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000071335	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000385286	9	6	23	31	20	39	10	12	17	5	7	12
ENSMUSG00000038522	4	6	3	17	8	20	10	1	3	7	2	3
ENSMUSG00000111608	1	1	0	3	6	2	0	0	1	0	1	0
ENSMUSG00000096171	2	1	2	2	1	3	3	1	1	3	0	2
ENSMUSG000000198382	693	265	452	177	121	148	568	329	458	356	492	433
ENSMUSG00000077200	1	0	0	4	1	3	1	3	2	1	4	1
ENSMUSG00000124867	2	0	0	2	1	0	2	0	0	4	1	1
ENSMUSG00000110781	4	5	5	19	9	20	9	6	11	2	4	14
ENSMUSG00000136129	3	1	0	2	2	5	0	1	1	3	1	1
ENSMUSG00000111045	3	4	4	21	14	12	5	10	3	7	6	4
ENSMUSG00000124701	2	2	2	11	7	17	2	4	5	0	4	2
ENSMUSG00000124713	5	3	2	7	9	21	5	6	5	1	0	3
ENSMUSG00000102632	20	17	21	17	14	29	13	8	7	13	10	24
ENSMUSG000000385103	765	399	655	180	133	121	1009	689	807	614	600	369
ENSMUSG00000019837	448	232	454	155	112	126	482	281	423	322	319	302
ENSMUSG00000137188	14	9	11	10	3	10	27	10	7	10	5	7
ENSMUSG00000137231	37	21	27	3	24	9	70	89	45	99	54	51
ENSMUSG00000106147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111665	5	1	5	7	4	4	1	2	2	0	0	0
ENSMUSG00000111213	2	2	1	4	1	3	3	2	2	0	3	5
ENSMUSG00000075232	1156	481	931	193	245	163	1171	926	898	1051	1070	812
ENSMUSG00000111788	1	0	0	2	1	2	1	0	0	0	0	0
ENSMUSG000000384814	962	533	895	655	506	474	1139	709	830	1732	2095	1713
ENSMUSG000000384911	7	4	9	17	7	14	13	6	11	15	10	10
ENSMUSG00000143286	18	9	13	8	12	12	10	9	12	26	45	45
ENSMUSG00000127132	1	2	7	8	6	13	4	1	3	2	0	1
ENSMUSG00000130124	2	2	2	1	1	9	4	4	5	1	4	1
ENSMUSG00000111251	1	5	3	1	0	0	4	3	3	0	1	1
ENSMUSG00000111108	1	0	2	3	2	11	4	2	3	3	0	0
ENSMUSG000000198346	5	5	8	22	11	22	15	3	5	0	2	5
ENSMUSG00000063428	6	15	16	31	34	32	28	9	16	10	11	9
ENSMUSG00000045555	2	0	1	4	5	13	4	6	2	3	3	6
ENSMUSG00000038446	817	460	780	331	271	271	927	584	767	1034	1129	984
ENSMUSG00002076954	3	2	0	1	1	5	5	2	0	4	4	0
ENSMUSG000000198315	6	10	17	23	12	29	20	10	12	0	3	8
ENSMUSG00000144093	1	1	7	6	5	7	2	2	3	0	2	0
ENSMUSG00000111098	1	1	7	11	11	19	5	1	2	1	2	2
ENSMUSG00000144124	0	0	1	0	2	5	0	0	4	0	0	0
ENSMUSG00000110889	0	3	1	5	4	9	2	3	7	1	1	4
ENSMUSG00000046922	0	2	0	5	1	10	2	0	4	0	0	1
ENSMUSG00000111576	5	2	4	22	21	22	11	9	9	5	2	8
ENSMUSG00000111587	7	7	12	12	8	22	21	11	9	4	1	8
ENSMUSG00000128657	0	0	3	7	6	10	2	2	2	4	0	2
ENSMUSG00000038417	480	255	389	199	164	174	479	355	376	656	694	520
ENSMUSG00000119191	6	2	0	0	2	0	1	2	1	2	3	5
ENSMUSG00000091415	10	26	38	81	44	90	40	15	33	9	12	27
ENSMUSG00000110822	0	3	5	8	3	5	4	3	5	1	0	2
ENSMUSG00000111601	3	3	5	7	5	7	1	0	3	4	0	1
ENSMUSG00000119364	0	0	1	1	0	0	1	0	0	0	0	0
ENSMUSG00000111315	0	0	0	1	0	2	0	1	2	1	0	0
ENSMUSG00002076974	0	1	0	2	0	4	1	0	0	0	0	0
ENSMUSG00000139725	1	0	3	3	1	3	0	0	2	0	0	0
ENSMUSG00000139073	0	0	0	0	0	3	0	0	0	1	0	0
ENSMUSG00000141630	0	2	6	5	3	3	11	5	1	8	9	4
ENSMUSG000000198262	550	249	381	282	197	232	435	311	355	567	727	567
ENSMUSG00000134906	4	6	11	13	6	4	12	2	8	11	15	19
ENSMUSG000000198238	945	455	853	448	404	370	1160	831	937	1706	2204	1671
ENSMUSG000000198223	153	60	120	96	85	74	143	116	109	273	323	254
ENSMUSG00000078451	4	1	2	10	8	13	5	1	2	3	5	4
ENSMUSG00000134088	12	6	6	15	7	9	10	2	9	21	14	8
ENSMUSG000000198186	3115	1712	2716	1056	1194	862	3477	2721	2838	4868	5475	3981
ENSMUSG000000752257	29	37	57	95	76	118	67	71	70	50	46	39
ENSMUSG00000090708	4	5	3	9	4	15	4	3	3	2	1	1
ENSMUSG00000091370	9	11	6	10	5	10	7	4	1	8	3	7
ENSMUSG00000093298	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000111376	5	1	1	1	1	2	1	1	1	1	0	0
ENSMUSG00000128178	1	6	2	8	6	6	5	1	0	1	0	4
ENSMUSG000000198137	275	169	274	164	138	126	457	273	332	593	673	502
ENSMUSG00000102114	31	41	40	27	20	43	30	24	37	39	52	78
ENSMUSG000000383324	792	407	824	603	534	439	854	607	585	1796	2055	1604
ENSMUSG00000111131	33	27	29	25	18	34	34	18	21	29	58	83
ENSMUSG00000124667	1	0	4	2	1	1	2	2	0	2	2	1
ENSMUSG00000124711	9	8	9	8	4	11	8	2	3	6	17	29
ENSMUSG000000713242	11	13	33	52	45	50	22	12	22	11	8	19
ENSMUSG00000111103	5	2	7	20	9	36	11	15	10	10	2	4
ENSMUSG00000120201	11	11	9	26	18	17	20	16	13	14	6	14
ENSMUSG00000140586	5	1	5	12	5	10	4	0	4	4	0	2
ENSMUSG00000085666	15	9	15	0	3	7	9	13	13	13	12	15
ENSMUSG00000138921	3	2	6	9	5	6	3	3	4	4	0	2
ENSMUSG000000487562	1954	940	1666	543	378	437	1718	1279	1319	1280	1625	1504
ENSMUSG00000122105	6	5	7	0	2	9	4	4	5	4	6	11
ENSMUSG00000123732	22	24	42	16	11	10	24	17	17	16	32	26
ENSMUSG00000123659	0	3	6	11	5	8	5	0	0	2	0	0
ENSMUSG00000120659	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128709	1	4	2	3	10	9	3	3	3	0	2	2
ENSMUSG00000130647	0	0	1	1	0	0	0	0	2	0	0	0
ENSMUSG00002075014	0	0	0	0	1	5	2	0	0	0	0	1
ENSMUSG000000383025	99	58	110	66	37	48	106	88	92	201	178	152
ENSMUSG00000081873	2	3	2	6	3	8	3	1	0	0	4	4
ENSMUSG00000083429	0	3	0	3	3	0	0	1	3	0	4	3
ENSMUSG00000128267	0	5	6	8	3	9	1	4	2	6	1	4
ENSMUSG00002076135	2	0	1	4	0	0	0	0	1	0	0	0
ENSMUSG000000198043	1114	441	802	260	249	192	1273	785	954	1057	1046	810
ENSMUSG000000198032	6	19	11	23	28	35	11	8	12	6	2	4
ENSMUSG000000382803	640	316	520	229	247	213	670	458	477	939	885	774
ENSMUSG00000135205	1	0	3	8	7	3	3	3	8	0	1	1
ENSMUSG00000086434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086428	1	2	4	5	4	6	1	0	1	0	0	3
ENSMUSG000000198024	1426	913	1343	609	343	411	1473	973	1208	1168	1507	1464
ENSMUSG00000087719	8	3	1	2	0	2	4	8	4	9	20	11
ENSMUSG00000134247	6	3	7	14	6	16	5	7	9	14	9	16
ENSMUSG00000134289	4	2	1	3	2	5	3	1	3	4	4	1
ENSMUSG000000447705	753	557	844	686	607	620	867	630	520	1284	1768	1615
ENSMUSG00000111293	175	177	291	244	221	216	253	188	164	519	681	587
ENSMUSG00000126557	70	48	57	54	31	51	60	55	41	91	144	140
ENSMUSG00000111086	33	42	59	69	30	55	38	26	23	92	131	167
ENSMUSG00000111333	16	17	19	20	20	23	21	10	9	21	33	49
ENSMUSG00000138844	3	4	3	11	9	18	3	7	5	4	2	2
ENSMUSG00000038248	14	26	27	42	33	40	36	13	10	6	3	19
ENSMUSG00000132729	0	2	3	3	2	2	5	3	2	0	0	2
ENSMUSG00000131245	0	0	1	8	1	6	2	4	1	2	1	2
ENSMUSG00000111171	3	1	5	6	12	7	9	3	9	6	2	4
ENSMUSG00000099893	1	2	1	10	0	8	2	3	3	0	0	0
ENSMUSG00000132724	3	5	1	6	5	11	4	3	6	2	4	1
ENSMUSG00000102062	6	11	9	16	13	14	10	3	6	4	4	5
ENSMUSG00000119988	24	21	23	18	28	24	39	19	12	55	49	40
ENSMUSG000000382404	133	65	127	91	69	84	136	127	93	90	150	134
ENSMUSG00000125563	7	8	8	6	1	12	9	4	4	3	10	10
ENSMUSG00000089673	4	4	12	3	4	12	7	8	12	5	13	14
ENSMUSG00000110903	18	20	30	29	16	30	36	16	17	12	38	49
ENSMUSG00000089839	3	2	3	2	0	4	6	4	2	2	3	10
ENSMUSG00000125601	11	13	10	15	9	22	13	11	9	9	14	19
ENSMUSG00000110772	4	6	9	15	7	6	12	1	7	3	10	13
ENSMUSG00000094955	5	0	1	2	3	3	4	3	4	9	11	7
ENSMUSG00000141360	1	2	2	6	5	8	1	3	0	0	4	0
ENSMUSG000000382147	356	155	285	63	34	65	315	184	202	134	153	147
ENSMUSG00000141325	0	0	1	3	1	4	0	2	1	2	0	0
ENSMUSG00000111368	18	11	24	43	17	26	16	6	12	11	6	11
ENSMUSG00000045886	3	5	11	13	1	4	2	3	8	3	3	1
ENSMUSG000000197972	161	86	180	93	62	68	180	115	147	173	169	138
ENSMUSG000000471390	304	192	256	104	96	83	506	305	325	524	411	329
ENSMUSG00000075184	20	46	42	106	73	99	65	21	43	16	20	24
ENSMUSG00000136623	0	1	2	8	7	9	12	4	4	2	0	3
ENSMUSG00000111300	1	2	2	2	4	6	5	0	0	0	0	0
ENSMUSG00000111575	2	1	5	19	18	18	6	3	2	1	1	4
ENSMUSG00000111749	0	4	4	4	12	9	11	12	8	4	2	5
ENSMUSG00000136664	1	2	4	12	8	9	3	3	1	0	3	1
ENSMUSG00000111377	9	8	6	13	16	9	7	10	8	7	12	3
ENSMUSG00000111422	16	27	24	41	30	47	31	17	20	13	7	19
ENSMUSG00000128272	7	7	9	12	15	29	8	8	3	3	1	2
ENSMUSG00000111342	5	8	18	15	15	36	12	9	12	7	0	3
ENSMUSG00000094852	1	0	0	15	2	4	3	3	3	1	1	1
ENSMUSG00000128391	0	5	1	15	5	9	5	2	3	2	0	2
ENSMUSG00000019863	205	125	166	63	49	48	231	157	151	234	238	208
ENSMUSG000000198645	286	159	309	69	73	76	230	174	227	166	247	230
ENSMUSG000000198666	1132	646	949	272	233	191	1094	1018	993	599	769	617
ENSMUSG00000136742	1	1	0	3	1	4	1	1	2	0	1	3
ENSMUSG00000134476	0	1	1	7	2	7	1	0	7	0	0	1
ENSMUSG00000134443	0	1	3	3	3	3	1	0	0	0	1	1
ENSMUSG00000111122	0	1	4	7	2	5	3	0	2	0	2	2
ENSMUSG00000126987	0	0	2	7	3	8	1	6	0	0	0	1
ENSMUSG00000121674	21	31	33	81	34	71	48	19	22	7	16	14
ENSMUSG00000127026	1	1	4	3	1	12	1	1	4	0	2	4
ENSMUSG00000111224	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091358	0	2	0	0	2	2	0	1	0	0	0	0
ENSMUSG00000127071	4	2	0	1	5	8	7	1	2	1	0	0
ENSMUSG00000136043	8	4	10	8	4	7	15	4	8	5	4	5
ENSMUSG00000038160	469	243	394	199	202	161	574	515	442	942	899	539
ENSMUSG00000089260	2	0	2	3	1	5	0	1	0	0	3	3
ENSMUSG00000139690	12	14	17	33	24	43	21	12	18	1	7	8
ENSMUSG00000129052	1	1	2	1	3	3	0	0	0	0	0	0
ENSMUSG00000140987	1	2	4	14	10	15	4	1	7	1	1	3
ENSMUSG00000111078	10	11	10	28	26	51	27	13	15	3	8	8
ENSMUSG00000135446	0	0	1	2	0	6	0	0	1	0	0	0
ENSMUSG000000381514	32	36	25	45	53	46	29	15	23	9	17	16
ENSMUSG00000135865	1	5	3	15	14	13	0	1	5	4	5	0
ENSMUSG00000111463	6	5	9	13	16	16	11	1	4	0	0	3
ENSMUSG00000111730	1	0	3	2	1	7	0	0	2	0	0	0
ENSMUSG00000111116	8	21	16	37	22	43	18	18	9	2	2	8
ENSMUSG00000088964	0	0	1	2	0	4	0	0	0	0	0	0
ENSMUSG00000111535	12	22	21	51	31	47	22	12	18	7	11	15
ENSMUSG00000141706	1	6	1	4	2	8	2	0	1	0	1	1
ENSMUSG00000141669	3	5	3	15	3	10	1	9	5	1	3	2
ENSMUSG00002074959	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000111641	2	13	6	12	15	27	8	5	9	3	2	2
ENSMUSG00000111362	1	0	2	5	5	6	2	1	6	2	1	1
ENSMUSG00000111494	0	5	3	11	4	7	4	1	8	0	3	1
ENSMUSG00000110893	0	1	4	2	2	16	3	3	5	1	2	0
ENSMUSG00000089608	0	0	0	3	1	0	1	0	0	4	0	0
ENSMUSG00000111868	22	23	27	61	42	76	26	5	15	5	10	12
ENSMUSG00000111671	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000128898	0	0	4	2	3	3	1	2	3	0	0	1
ENSMUSG00000110898	5	2	5	9	7	2	4	5	1	0	1	5
ENSMUSG00002075202	0	0	0	4	1	2	0	0	0	0	0	0
ENSMUSG00000139717	1	3	2	6	4	9	1	3	5	3	3	1
ENSMUSG00000095168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110891	2	1	6	4	4	26	12	6	7	0	3	2
ENSMUSG00000143385	49	30	56	31	23	30	49	36	32	39	36	46
ENSMUSG000000198492	1858	855	1295	298	255	231	1764	1236	1307	748	1023	987
ENSMUSG00002076691	0	0	2	1	0	0	1	0	1	0	3	0
ENSMUSG000000198485	3	4	3	11	12	20	3	3	3	2	3	2
ENSMUSG00000118733	0	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000090088	3	1	4	15	10	10	4	0	7	1	2	1
ENSMUSG00000077591	0	0	0	0	2	0	3	0	0	0	1	0
ENSMUSG00000125855	7	11	6	14	6	16	9	6	8	1	0	5
ENSMUSG00000111526	0	2	4	3	2	7	1	0	2	0	1	0
ENSMUSG00000071317	4	12	5	19	16	25	7	6	8	2	4	8
ENSMUSG00000063804	12	20	38	35	33	84	22	16	23	11	14	7
ENSMUSG00002075193	0	1	0	0	1	2	2	0	0	0	0	0
ENSMUSG00000132529	0	1	0	6	2	4	0	0	2	0	0	0
ENSMUSG000000388226	584	370	454	283	246	207	648	457	488	621	652	651
ENSMUSG00000111466	2	7	6	6	7	3	5	2	6	2	4	6
ENSMUSG00000111491	24	33	29	35	26	31	33	18	23	38	50	71
ENSMUSG00000111036	0	0	1	0	0	0	0	1	1	2	6	2
ENSMUSG00000121677	2	1	2	5	0	1	4	2	3	1	3	5
ENSMUSG00000110874	9	11	19	23	23	43	17	18	15	1	3	11
ENSMUSG00002076863	0	0	0	2	0	3	1	0	0	0	0	0
ENSMUSG00000121783	15	1	14	4	9	2	15	19	20	30	36	25
ENSMUSG00000110841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000142927	1	1	4	9	4	13	3	4	1	1	3	0
ENSMUSG00000111182	2	7	5	17	20	42	4	4	6	3	4	3
ENSMUSG00000126608	3	1	3	11	10	7	6	7	2	0	0	0
ENSMUSG00000118904	0	0	0	2	2	3	0	0	0	0	0	0
ENSMUSG00000130568	2	2	0	5	4	13	6	3	2	1	0	4
ENSMUSG00000077361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111754	0	0	0	1	3	2	2	0	0	0	1	0
ENSMUSG00000065718	1	0	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000111499	0	0	1	4	1	2	0	0	2	0	0	0
ENSMUSG00000110843	2	10	4	19	11	21	4	0	0	2	0	5
ENSMUSG00000111419	6	9	10	10	10	16	11	7	7	2	1	6
ENSMUSG00000111057	0	0	1	5	2	2	0	0	1	0	0	0
ENSMUSG00000111719	0	3	4	2	8	8	3	2	2	0	1	5
ENSMUSG00000111072	0	2	4	1	1	5	3	1	1	0	1	1
ENSMUSG00000135804	1	1	2	5	1	4	2	2	1	0	0	0
ENSMUSG00000112702	0	1	0	0	1	1	1	0	0	0	0	0
ENSMUSG00000112917	4	10	9	36	30	32	11	6	13	1	1	3
ENSMUSG00000111911	0	0	0	3	1	4	0	0	0	1	0	0
ENSMUSG00000138164	0	3	1	11	5	9	10	0	4	0	1	2
ENSMUSG00000112062	2	0	1	2	1	4	0	0	2	0	0	1
ENSMUSG00002076715	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000111262	0	1	8	1	1	9	0	1	2	1	0	3
ENSMUSG00000111585	6	9	6	20	23	25	5	4	3	5	0	3
ENSMUSG00000065630	0	0	0	3	1	1	0	2	0	0	0	1
ENSMUSG00000111436	0	7	11	15	13	20	5	5	4	0	5	3
ENSMUSG00000111581	0	1	0	5	0	4	0	0	1	0	0	0
ENSMUSG00000111900	2	0	2	14	3	7	5	2	3	1	1	2
ENSMUSG00000111704	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000111298	1	0	0	3	1	2	1	1	1	0	0	1
ENSMUSG00000135922	4	3	3	2	6	5	2	1	2	0	3	1
ENSMUSG00000111433	1	3	0	3	7	3	1	0	3	0	0	1
ENSMUSG00000111486	0	2	0	3	2	1	1	0	0	1	0	0
ENSMUSG00000130334	1	0	4	3	1	3	0	0	3	0	0	0
ENSMUSG00000111374	0	0	1	0	0	7	0	0	1	0	1	0
ENSMUSG000000560737	11	28	44	66	77	72	36	23	19	14	9	18
ENSMUSG00000112295	3	2	6	21	8	26	10	8	4	6	3	3
ENSMUSG00000097884	0	0	1	12	1	7	1	1	0	1	0	1
ENSMUSG00000112103	0	0	0	0	0	10	0	0	0	2	0	0
ENSMUSG00000111935	2	2	7	12	6	12	4	3	5	0	0	3
ENSMUSG00000112340	3	7	4	27	14	21	9	11	10	6	4	3
ENSMUSG00000112142	4	6	14	22	6	27	9	5	5	1	0	5
ENSMUSG00000111934	0	0	2	10	5	4	5	0	1	2	1	1
ENSMUSG00000110832	0	5	5	10	7	8	6	3	7	1	2	7
ENSMUSG00000111551	0	0	0	2	1	1	1	0	0	0	0	0
ENSMUSG00000110973	0	1	1	2	0	4	2	1	0	0	0	0
ENSMUSG00000111142	2	0	1	10	11	8	2	6	9	1	1	5
ENSMUSG00000122401	2	4	5	12	3	16	4	0	1	0	0	6
ENSMUSG00000112349	1	3	3	8	6	14	3	4	2	0	0	0
ENSMUSG00000112049	0	2	0	2	1	12	0	0	0	0	3	0
ENSMUSG00000112667	0	2	4	11	5	11	3	1	7	2	1	0
ENSMUSG00000110779	0	1	0	4	0	7	0	1	1	0	0	2
ENSMUSG00000110896	0	3	1	4	1	3	1	0	0	0	1	0
ENSMUSG00000110720	0	0	1	3	0	3	2	0	2	0	4	0
ENSMUSG00000111083	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000111202	0	0	1	0	1	1	0	0	0	2	0	0
ENSMUSG00000112456	0	1	0	1	2	4	1	0	1	2	0	0
ENSMUSG00000129827	1	5	17	16	10	19	4	2	4	1	1	4
ENSMUSG00000112529	0	4	1	5	1	7	7	0	8	0	0	1
ENSMUSG00000127749	0	1	2	2	2	15	0	0	2	1	0	1
ENSMUSG00000126433	2	2	6	6	2	4	16	3	11	11	13	7
ENSMUSG000000387740	4235	2350	3615	1182	999	876	4622	3376	3941	3746	3970	3395
ENSMUSG00000112927	5	9	11	9	5	8	6	2	2	6	10	9
ENSMUSG00000112918	7	9	14	3	3	5	15	10	10	8	23	22
ENSMUSG00000112594	3	8	5	4	2	3	6	2	1	3	4	6
ENSMUSG00002074867	1	0	0	2	1	0	0	0	0	1	0	0
ENSMUSG00000139200	2	0	4	4	3	4	1	2	1	1	2	1
ENSMUSG00000019913	10	13	21	45	40	40	18	11	19	10	1	11
ENSMUSG00000139405	1	2	2	9	1	7	2	0	2	4	0	4
ENSMUSG00000084449	1	1	0	0	0	7	0	0	0	0	2	0
ENSMUSG00000111880	0	1	2	1	1	7	3	1	0	0	0	1
ENSMUSG00000128468	0	2	3	3	5	7	0	1	1	0	0	2
ENSMUSG00000112212	2	1	3	6	1	5	1	4	3	2	2	2
ENSMUSG00000112766	4	4	5	14	9	34	4	5	6	5	1	4
ENSMUSG000000625938	3	0	1	0	0	3	1	2	0	0	0	3
ENSMUSG00000112023	275	165	254	136	132	108	209	238	247	16	15	18
ENSMUSG00000112148	478	272	425	89	109	82	307	500	392	21	32	15
ENSMUSG00000112031	1	0	0	4	1	0	0	2	0	1	3	0
ENSMUSG00000112843	5	16	11	28	13	18	29	7	11	6	3	8
ENSMUSG00000136693	6	3	9	6	6	10	2	1	6	5	1	5
ENSMUSG00000112226	6	8	13	23	14	41	12	6	8	5	7	4
ENSMUSG00000130061	2	2	1	4	7	9	4	2	2	0	0	3
ENSMUSG00000112645	0	1	3	1	0	0	0	0	0	0	0	0
ENSMUSG00000112244	0	0	0	2	1	2	0	0	0	0	0	1
ENSMUSG00000019909	0	0	1	3	3	7	0	0	0	0	0	0
ENSMUSG00000139565	3	5	8	22	18	15	14	9	19	7	2	6
ENSMUSG00000019905	3	7	17	12	8	25	6	7	6	6	3	10
ENSMUSG00000139605	0	2	3	4	3	4	3	3	2	3	0	0
ENSMUSG00000112878	0	3	1	3	3	2	2	0	1	0	0	0
ENSMUSG000000199000	3	5	9	28	22	36	11	3	11	5	3	11
ENSMUSG00000112270	6	2	3	11	11	13	3	4	4	2	2	1
ENSMUSG00000062224	0	0	0	4	2	2	1	0	2	0	0	2
ENSMUSG00000112337	0	0	1	2	2	2	0	0	1	0	0	1
ENSMUSG00000142391	0	0	0	3	3	1	0	0	0	0	0	0
ENSMUSG00000112659	10	6	4	22	12	29	5	7	8	3	4	6
ENSMUSG00000088198	1	0	0	3	0	2	2	1	1	0	0	0
ENSMUSG00000112557	1	0	0	6	1	3	0	4	4	2	3	2
ENSMUSG000000496416	1	2	1	7	9	11	4	3	1	0	1	2
ENSMUSG00002076609	0	0	0	1	0	0	0	0	0	0	0	2
ENSMUSG000000198934	10	14	16	53	45	69	29	14	30	7	9	12
ENSMUSG00000093563	0	0	1	2	6	2	3	0	0	0	0	4
ENSMUSG00000093427	0	2	0	4	0	2	0	0	0	1	0	0
ENSMUSG00000133316	0	1	2	11	7	3	6	3	4	4	3	3
ENSMUSG000000198916	12	21	34	43	36	56	33	16	19	12	9	25
ENSMUSG000000198616	523	303	559	292	255	213	496	334	401	586	709	658
ENSMUSG00000112550	78	48	58	28	19	28	74	36	49	52	63	56
ENSMUSG00000112317	23	20	42	29	20	18	32	24	33	46	59	49
ENSMUSG00000134861	10	2	4	8	3	11	8	2	7	5	7	2
ENSMUSG00000089800	9	6	0	0	1	4	4	2	1	6	1	4
ENSMUSG000000386244	3	5	4	9	5	10	0	0	0	0	1	2
ENSMUSG000000230687	783	422	984	135	134	150	755	496	774	590	738	552
ENSMUSG00000112563	1	4	1	4	0	3	2	3	0	0	1	0
ENSMUSG00000122015	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000112361	2	1	1	7	2	1	5	3	0	0	1	1
ENSMUSG00000112464	0	0	0	2	4	3	0	0	0	0	0	0
ENSMUSG00000111887	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000112149	6	7	9	42	12	31	7	9	12	4	0	4
ENSMUSG00000112791	1	0	0	1	0	0	0	0	1	0	1	0
ENSMUSG00000121690	4	0	0	1	2	8	0	1	4	1	1	3
ENSMUSG00000049576	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112552	7	8	9	12	14	18	9	2	8	4	2	6
ENSMUSG00000038602	7	21	19	49	25	52	13	11	18	4	0	3
ENSMUSG00000111918	1	1	11	17	17	18	3	9	4	8	9	6
ENSMUSG00000132763	0	1	4	7	1	9	1	3	4	0	0	0
ENSMUSG00000132725	2	3	1	8	7	9	1	1	6	0	1	3
ENSMUSG00000112257	1	3	8	7	3	1	7	5	5	4	0	2
ENSMUSG00000112576	7	12	12	15	12	30	5	5	9	1	2	5
ENSMUSG00002076720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112681	0	3	0	2	2	11	2	0	0	0	0	0
ENSMUSG00000112376	26	16	23	33	33	46	38	30	25	14	24	25
ENSMUSG00000112853	4	1	3	4	4	11	3	0	5	1	0	4
ENSMUSG00000132235	3	1	0	3	3	5	1	0	2	0	1	0
ENSMUSG000000385940	505	313	396	85	72	63	704	412	489	298	381	355
ENSMUSG00000112239	12	2	12	0	5	9	22	19	15	9	20	18
ENSMUSG000000385834	15	20	30	20	9	20	32	32	27	14	35	28
ENSMUSG00000112734	7	9	16	9	1	5	21	9	14	16	16	17
ENSMUSG00000112132	26	28	43	34	35	44	48	30	29	20	18	18
ENSMUSG00000111892	7	2	1	10	11	8	3	5	4	2	1	6
ENSMUSG00000120431	10	6	3	11	4	9	8	2	2	3	2	4
ENSMUSG00000133414	3	1	0	6	2	6	7	0	2	0	1	2
ENSMUSG00000056219	0	2	2	1	1	0	0	2	1	0	0	0
ENSMUSG00000112733	3	9	10	14	8	11	16	10	4	3	1	3
ENSMUSG00000112739	29	12	25	35	25	51	49	14	29	13	12	15
ENSMUSG00000112440	2	2	4	3	3	3	5	6	0	3	5	5
ENSMUSG000000582981	625	391	595	338	247	270	752	483	484	978	1087	977
ENSMUSG00000112530	0	1	1	1	2	0	0	0	0	2	1	2
ENSMUSG00000112731	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000136684	2	5	5	6	10	4	7	0	7	1	4	1
ENSMUSG00000139537	5	6	6	2	1	5	13	6	8	13	22	13
ENSMUSG00000112634	4	6	3	2	2	3	3	3	4	8	5	13
ENSMUSG00000019857	650	321	579	202	210	148	1044	616	708	1007	1033	682
ENSMUSG00000112332	25	26	36	19	9	12	25	31	13	51	56	55
ENSMUSG000000198565	9	13	13	30	17	33	25	11	11	6	5	12
ENSMUSG00000136182	0	1	10	14	8	9	9	2	1	3	1	5
ENSMUSG00000136216	0	2	2	6	3	1	0	0	3	1	0	2
ENSMUSG00000136145	0	1	2	6	4	2	1	3	0	0	0	2
ENSMUSG00000135410	2	3	2	11	13	9	8	6	10	2	0	3
ENSMUSG00000112809	0	2	2	4	1	6	0	0	2	0	2	1
