gene_id	SRR9126859_1	SRR9126934_1	SRR9127063_1	SRR9127293_1	SRR9127308_1	SRR9127357_1	SRR9127396_1
ENSMUSG00000134369.1	0	0	2.635081	0	1.518188	0	0
ENSMUSG00000134370.1	0	0	0	0	0	0.444696	0
ENSMUSG00000134371.1	0	0	0	0	0	0	0
ENSMUSG00000134372.1	0.403941	0	0.535601	0.298559	0.093096	0.616371	0.337476
ENSMUSG00000134373.1	0	0	0	0	0	0	0
ENSMUSG00000134374.1	0.35562	0.875107	0	0	1.602225	0	1.166035
ENSMUSG00000134375.1	11.431119	8.322792	14.209446	5.291616	6.090942	8.754769	19.914786
ENSMUSG00000134376.1	0	0.267802	0.379907	0	0	0.272316	0.088161
ENSMUSG00000134377.1	0.037162	0	0.042061	0	0	0	0
ENSMUSG00000134378.1	0.1692	0	0.376176	0	0.209654	0	0.369293
ENSMUSG00000134379.1	0.048774	0.31826	0.232383	0.171748	0.089257	0	0.532706
ENSMUSG00000134380.1	2.502628	1.578715	1.868917	0.785502	0.940665	1.590817	2.921446
ENSMUSG00000134381.1	0.23211	0.02501	0.364687	0.078665	0	0.101725	0.241797
ENSMUSG00000134382.1	0.181935	0.316362	0.159866	0.255515	0.301063	0	0
ENSMUSG00000134383.1	0.597459	0	0	0	0	1.679681	0
ENSMUSG00000134384.1	1.640629	0	0.804347	0.594472	0	0	0
ENSMUSG00000134385.1	0	0	0	0	0	0	0
ENSMUSG00000134386.1	0	0	0.378843	0.069998	0.072756	0	0.175828
ENSMUSG00000134387.1	0.342331	0.104767	0.297246	0.404382	0.057086	0.106532	0.275915
ENSMUSG00000134388.1	1.611338	0	0.631989	0	0	0	0.586636
ENSMUSG00000134389.1	0.398004	0.282566	1.134525	0.988402	0.268794	0.542739	0.755754
ENSMUSG00000134390.1	0	0	0	0	0	0	0
ENSMUSG00000134391.1	0.07169	0.148655	0.210884	0.198854	0	0.151161	0.1305
ENSMUSG00000134393.1	0	0	0.197729	0	0	0	0
ENSMUSG00000134394.1	0	0.129535	0.183759	0	0	0	0.341144
ENSMUSG00000134395.1	29.322744	22.005648	40.764555	17.315943	15.490667	20.105395	57.219053
ENSMUSG00000134396.1	0	0	0	0	0	0.11333	0
ENSMUSG00000134397.1	0.139419	0.232369	0.091137	0	0.140076	0.032705	0.131141
ENSMUSG00000134398.1	0.171557	0	0.252326	0	0	0	0.347182
ENSMUSG00000134399.1	0.10676	0.442744	0.523405	0.464199	0	0.450206	0.48584
ENSMUSG00000134400.1	0	0.210923	0	0.221144	0	0	0
ENSMUSG00000134401.1	0	0	0	0	0	0	0
ENSMUSG00000134402.1	0.831869	0.670813	1.12641	3.588364	0.775786	0.320178	0.50701
ENSMUSG00000134403.1	0.451472	0.143581	0.568068	0	0	0.328501	0.92199
ENSMUSG00000134404.1	0	0	0	0	0	0	0
ENSMUSG00000134405.1	0.06653	0	0.0342	0.032496	0.033752	0.055642	0.155963
ENSMUSG00000134406.1	0.086859	0	0	0	0	0.061048	0
ENSMUSG00000134407.1	0.031985	0.207607	0.776991	0.719375	0.510247	0.458222	0.379274
ENSMUSG00000134408.1	0	0.049143	0.163678	0	0	0	0
ENSMUSG00000134409.1	1.607797	0.209928	0	0	0	0.228113	0.57295
ENSMUSG00000134410.1	0	0	0	0.05272	0	0	0
ENSMUSG00000134411.1	0.362978	0.376332	0.177956	0	0.410115	0.76535	0
ENSMUSG00000134412.1	0.079271	0	0.38864	0	0.298551	0.334291	0.07215
ENSMUSG00000134413.1	0.062131	0.064417	0.213227	0.067539	0.0468	0.043669	0.254969
ENSMUSG00000134414.1	0.200482	0	0	0.145287	0	0	0
ENSMUSG00000134415.1	7.382464	6.617077	10.976826	6.633886	5.750711	3.983866	14.530867
ENSMUSG00000134416.1	1.873192	0.700977	1.087948	1.678041	0.985733	1.326452	0
ENSMUSG00000134417.1	0.15582	0	0.1341	0.104707	0	0.245127	0.037601
ENSMUSG00000134418.1	0.180855	0.074135	0	0.038864	0	0	0.248432
ENSMUSG00000134419.1	0	0	0	0	0	0	0
ENSMUSG00000134420.1	0.364566	0.099777	0.210411	0.026845	0.23191	0.161293	0.185173
ENSMUSG00000134421.1	0.042414	0.08795	0.111713	1.502694	0.095845	0.083161	0.27023
ENSMUSG00000134422.1	0	0.221715	0.104357	0.077128	0	0.450904	0
ENSMUSG00000134423.1	0	0	0.091631	0	0	0	0
ENSMUSG00000134424.1	0.205256	0	0.327898	0	0	0.144262	0.187914
ENSMUSG00000134425.1	0.045135	0.124787	0.132769	0	0	0.031723	0.04108
ENSMUSG00000134426.1	0.113347	0.322421	0.161264	0	0.232052	0.137448	0.671843
ENSMUSG00000134427.1	0.109818	0.321002	0.455377	0.084139	0.082719	0.204007	0.317023
ENSMUSG00000134428.1	0.190865	0.043975	0.499066	0.092212	0.047922	0.044716	0.463252
ENSMUSG00000134429.1	0.396256	0	1.554172	0	0	0	0.36066
ENSMUSG00000134430.1	0.296376	0	0.681879	0	0	0	0.269803
ENSMUSG00000134431.1	0	0	0	0	0	0	0
ENSMUSG00000134432.1	63.246119	33.53562	99.707929	16.292735	17.116293	87.442029	99.081195
ENSMUSG00000134433.1	0.151241	0.522684	0	0.219205	0	0.106299	0.825929
ENSMUSG00000134434.1	0.894573	0.691996	0.314274	0.09599	0.134765	0.044146	0.795037
ENSMUSG00000134435.1	0	0	0.312108	0.307561	0	0.074573	0
ENSMUSG00000134436.1	0	0	0.274892	0	0.21117	0.295562	0
ENSMUSG00000134437.1	0.288319	0.041674	0.169624	0.167153	0	0	0
ENSMUSG00000134438.1	0.088192	0.24383	0.778275	0.383469	0.597865	0.12397	0.561885
ENSMUSG00000134439.1	0.051016	0.22808	0.385239	0.071706	0.124277	0.25655	0.065766
ENSMUSG00000134440.1	0.213422	0.063221	0.358745	0.022095	0	0.128573	0.13875
ENSMUSG00000134441.1	0.295674	0.204368	0.289918	0.160703	0.361909	0.259765	0.672782
ENSMUSG00000134442.1	0.389457	0.106404	0.170939	0.196013	0.18384	0.261269	0.78004
ENSMUSG00000134443.1	0	0	0	0	0	0.34623	0
ENSMUSG00000134444.1	0.477362	0.605825	0.274639	0	0.098419	0.093956	0.11893
ENSMUSG00000134445.1	1.815231	0	0.8223	0.454845	0.084855	1.655533	2.408647
ENSMUSG00000134446.1	0.305545	0.073076	0	0	0.138343	0.261984	0.178233
ENSMUSG00000134447.1	0	1.479186	0.733655	0	1.321297	0	1.708753
ENSMUSG00000134448.1	0.107991	0	0	0	0	0	0
ENSMUSG00000134449.1	0.902665	0.623916	0	0.65415	2.03977	0.176906	0.22909
ENSMUSG00000134450.1	0.29684	0	0.358244	0	0	0.069544	0
ENSMUSG00000134451.1	0.239611	0	0.694042	0.820463	0.26671	2.266366	6.899853
ENSMUSG00000134452.1	0.70544	0.113407	0.51877	0.178314	0.168834	0.192197	0.493829
ENSMUSG00000134453.1	0.312224	0.359304	1.880724	0.341945	0.939365	0.288691	0.618282
ENSMUSG00000134454.1	0.170426	0	0.055703	0	0	0	0.310234
ENSMUSG00000134455.1	1.066483	0.614288	1.742863	0.57965	0.803317	1.374211	2.341584
ENSMUSG00000134456.1	0.082801	0	0.150301	0	0.105625	0.103476	0.360924
ENSMUSG00000134457.1	0.548444	0.382221	0.390947	0.205955	0.275596	0.69624	0.432398
ENSMUSG00000134458.1	0.638573	0	0.782679	0	0.360749	0.112204	0.435907
ENSMUSG00000134459.1	0.139634	0.200921	1.218926	0	0.071654	0.367596	0.085402
ENSMUSG00000134460.1	0	0.064244	0	0	0	0	0.084596
ENSMUSG00000134461.1	0.210246	0	0.364875	0.08989	0	0	0.451587
ENSMUSG00000134462.1	0.266255	1.411374	0.972724	0.278596	0.926761	0.736868	1.901678
ENSMUSG00000134463.1	0.333975	0.05771	0.49611	0.060507	0	0	0.303974
ENSMUSG00000134464.1	0.284983	0.246223	0.349295	0.206524	0.122808	0.229183	0.074197
ENSMUSG00000134465.1	0.058611	0.094527	0.191568	0.297324	0.103013	0.123583	0.213384
ENSMUSG00000134466.1	0.13662	0.132203	0.133961	0	0.041163	0.115227	0.074608
ENSMUSG00000134467.1	0.437785	0.260254	0.767678	0.263456	0.729027	0.301529	0.813019
ENSMUSG00000134468.1	0.141035	0.097482	0.728856	0.119949	0.310455	0.155111	0.064183
ENSMUSG00000134469.1	0	0	0	0	0	0	0.200545
ENSMUSG00000134470.1	0.197497	0.150159	0.584422	0.028625	0.177541	0.213318	1.22147
ENSMUSG00000134471.1	0.776877	0.064994	0.276502	0.352472	0.210088	0.129929	1.22474
ENSMUSG00000134472.1	0.362952	1.254352	1.779437	0.263027	0.54678	0.255099	0
ENSMUSG00000134473.1	0.147997	0	0.725573	0	13.145881	0.105187	8.627802
ENSMUSG00000134474.1	1.805306	0.892865	3.359535	0.204696	0	0.141319	0
ENSMUSG00000134475.1	0.06494	0.089772	0.127351	0	0.09783	0.061357	0.059106
ENSMUSG00000134476.1	0.700161	0	0.686532	0.253699	0	1.301616	2.247425
ENSMUSG00000134478.1	0	0	0.400139	0	0	0.143409	0.185712
ENSMUSG00000134479.1	23.4796	3.133214	29.874908	17.783782	12.091685	15.137529	30.11035
ENSMUSG00000134480.1	0	0.034999	0.134708	0	0	0.096558	0
ENSMUSG00000134481.1	4.552967	5.511814	5.818022	3.540225	3.620776	5.366445	10.941967
ENSMUSG00000134482.1	0.529611	0.068813	1.222006	0	0.081038	0.330614	0.68454
ENSMUSG00000134483.1	0.112276	0.284358	0.570231	0.108414	0.028171	0.059493	0.34042
ENSMUSG00000134484.1	0.962945	0.145397	0	0.144447	0	0.086868	0
ENSMUSG00000134485.1	0.268737	0	0.750826	0.05031	0	0.17521	0.81383
ENSMUSG00000134486.1	0.297267	0	0.19432	0	0	0.208932	0
ENSMUSG00000134487.1	0	0.326585	0	0	0	0	0
ENSMUSG00000134489.1	0.076873	0.052587	0.186723	0.056045	0.085959	0.053483	0.258344
ENSMUSG00000134490.1	0	0	0.224663	0	0	0.080519	0.301777
ENSMUSG00000134491.1	0	0	0.140882	0.104122	0.974022	0	0.392316
ENSMUSG00000134492.1	0.105105	0.072648	0.14144	0	0.847761	0	0.592138
ENSMUSG00000134493.1	0.151249	0	0.1199	0.221522	0	0	0.286038
ENSMUSG00000134494.1	0	0.109836	0	0.172738	0	0	0.144633
ENSMUSG00000134495.1	0.489981	0.422431	1.165864	0.454905	0.199174	0.877093	1.074982
ENSMUSG00000134496.1	0.067349	0.011638	0.214625	0.012202	0.126826	0.130174	0.229873
ENSMUSG00000134497.1	0	0	0	0	0	0	0
ENSMUSG00000134498.1	1.060213	0.163249	0.894658	1.924955	2.377995	1.307864	1.722385
ENSMUSG00000134499.1	0.143679	0	1.267939	0	0	0	0.261544
ENSMUSG00000134500.1	0.180068	0	0	0	0	0	0
ENSMUSG00000134501.1	0.129927	0	0	0	0.17975	0.079724	0
ENSMUSG00000134502.1	0.080193	0	0.595801	0	0	0	0.291956
ENSMUSG00000134503.1	0.429143	0.174483	0.445542	0.164644	0.361277	0.053227	0.64333
ENSMUSG00000134504.1	0	0	0	0	2.170868	0	0
ENSMUSG00000134505.1	0.581994	0.407644	0	0.097347	0	0	0
ENSMUSG00000134506.1	0	0	0	0	0	0	0.41798
ENSMUSG00000134507.1	0	0	0.226924	0	0	0	0.421279
ENSMUSG00000134508.1	0	0	2.666605	0	0	0	0.990096
ENSMUSG00000134509.1	0.155578	0.115031	1.625336	0.617661	0.560958	0.269297	0.271755
ENSMUSG00000134510.1	2.041989	2.00963	3.215888	1.960884	2.050465	1.562956	2.666023
ENSMUSG00000134511.1	0.081181	0.064878	0.133446	0.062906	0.056774	0.045757	0.138261
ENSMUSG00000134512.1	0.26173	0.045227	0	0	0.049286	0.183955	0.416882
ENSMUSG00000134513.1	0.057664	0.079714	0.113083	0	0.043435	0.162114	0.052484
ENSMUSG00000134514.1	0	0.225574	0	0	0	0	0.157556
ENSMUSG00000134515.1	0.114752	0.118974	0.112518	0	0	0.080653	0.104444
ENSMUSG00000134516.1	0.093766	0.065122	0.089614	0.023096	0.139117	0.04226	0.328355
ENSMUSG00000134517.1	0	0	0.183759	0	0	0	0.170572
ENSMUSG00000134518.1	0.122063	0	0.110136	0.027133	0.056404	0.026315	0.102232
ENSMUSG00000134519.1	0	0.030954	0	0.346617	0	0	0.041691
ENSMUSG00000134520.1	0.109818	0	0	0	0	0	0
ENSMUSG00000134521.1	0.193724	0.401703	0	0	0	0.272316	0
ENSMUSG00000134522.1	0	0.117798	0.445624	0.123506	0.128372	0.079855	0
ENSMUSG00000134523.1	0	0.616405	0.227635	0	0	0	0
ENSMUSG00000134524.1	0.365543	0	0.358428	0	0.367123	0	0
ENSMUSG00000134525.1	0	0	0.800279	0	0	0	0.742847
ENSMUSG00000134526.1	0.374754	0.086987	0.1234	0.143071	0.605806	0.176906	0.114545
ENSMUSG00000134527.1	0	1.269399	0.450196	2.329097	1.037512	0.968095	0.417888
ENSMUSG00000134528.1	0.369754	0.084476	0.500324	0.0985	0.154326	0.047125	0.634816
ENSMUSG00000134529.1	0	0	0	0	0	0	0
ENSMUSG00000134530.1	0	0	0.162752	0.030071	0.031256	0.029165	0.415449
ENSMUSG00000134531.1	0	0	0	0	0	0	1.000244
ENSMUSG00000134532.1	0.243409	0	0.477342	0	0	0.114052	0
ENSMUSG00000134533.1	0.205745	0	0.852019	0.430851	0.247961	0.417864	0.187263
ENSMUSG00000134534.1	0	0	0	0	0	0	0
ENSMUSG00000134535.1	0.185725	0.042791	0.060703	0	0	0.04729	0
ENSMUSG00000134536.1	0	0	0	0	0	0	0.65386
ENSMUSG00000134537.1	0.093962	0.064946	0.044225	0.138676	0.03312	0.046518	0.197464
ENSMUSG00000134538.1	1.615778	0.499361	1.489485	0.254345	0.88648	1.046906	0.829867
ENSMUSG00000134539.1	0	0	0.466369	0	0	0.083573	0
ENSMUSG00000134540.1	0.389198	0.161407	0.68692	0	0.058632	0.492381	0.49593
ENSMUSG00000134541.1	0	0	0	0	0	0	0
ENSMUSG00000134542.1	4.876723	2.435392	6.209985	1.435568	1.590756	3.475849	7.237529
ENSMUSG00000134543.1	0.754903	1.160476	1.772864	0.467966	0.583684	0.455536	0.587234
ENSMUSG00000134544.1	0.299577	0.749972	0.635911	1.035771	0.642924	0.839098	1.116515
ENSMUSG00000134545.1	0.26676	0	0	0	0.177028	0.063958	0.120006
ENSMUSG00000134546.1	0.624942	0.221098	0.501844	0	0.90983	0.324612	0
ENSMUSG00000134547.1	0	0	0.134977	0	0	0.024188	0.062645
ENSMUSG00000134548.1	0	0	0	0	0.201348	0.375753	0
ENSMUSG00000134549.1	0	0	0	0	0.128586	0	0.136062
ENSMUSG00000134550.1	0	0	0.16656	0	0	0	0.463822
ENSMUSG00000134551.1	0	0.186466	0.414857	0	0.347904	0.155161	0.264527
ENSMUSG00000134552.1	0.755335	0.764723	0.082669	0.040732	0.127012	0.22308	1.232077
ENSMUSG00000134553.1	3.497624	1.627558	3.739079	1.977867	1.531777	2.417345	3.437982
ENSMUSG00000134554.1	1.316088	1.552827	2.225541	0.6	1.003523	1.114328	2.562862
ENSMUSG00000134555.1	0.063271	0.131198	0.06204	0.091704	0.142976	0.04447	0.057588
ENSMUSG00000134556.1	0	0	0.411085	0	0	0.220998	0
ENSMUSG00000134557.1	0.124039	0.685882	0.121625	0	0	0.348721	0.112897
ENSMUSG00000134558.1	3.625817	7.480696	4.018415	2.091215	4.481799	0.875795	9.964486
ENSMUSG00000134559.1	0	0.14804	0	0	0	0	0
ENSMUSG00000134560.1	0.11934	0	0	0	0	0	0
ENSMUSG00000134561.1	0	0	0	0	0	0	0
ENSMUSG00000134562.1	0.565242	0	0.539549	0.126635	0.214661	0	0.194537
ENSMUSG00000134563.1	0.181968	0	0.312245	0	0.205598	0.159869	0.041405
ENSMUSG00000134564.1	0	0	0	0	0	0	0
ENSMUSG00000134565.1	0	0.144451	0.409839	0.151451	0	0.146885	0.570642
ENSMUSG00000134566.1	0.5278	0	0.086254	0	0.06626	0	0.160129
ENSMUSG00000134567.1	0.436874	0.13276	0.733788	0.246694	0.574771	0.299223	0.153854
ENSMUSG00000134568.1	0	0	0	0	0	0	0.133205
ENSMUSG00000134569.1	0	0	0	0.413047	0.214661	0	0
ENSMUSG00000134570.1	0.291132	0.14561	0.545588	0.118902	0.271652	0.224142	0.290675
ENSMUSG00000134571.1	0	0	0.338117	0.249894	0	0.242361	0.313853
ENSMUSG00000134572.1	0.126177	0.402194	0.106715	0.486239	0.633833	0.192412	0.745007
ENSMUSG00000134573.1	0	0	0	0	0	0	0
ENSMUSG00000134574.1	0.154179	0.196791	0.328977	0.054678	0	0	0
ENSMUSG00000134575.1	1.713571	0.822699	0.360352	0.470435	0.921868	0.435379	1.745311
ENSMUSG00000134577.1	0	0	0	0	0	0.961004	0
ENSMUSG00000134578.1	0	0	0.226924	0.158663	0	0.162658	0
ENSMUSG00000134579.1	0.51267	0.706799	0	0	0	0	0.517494
ENSMUSG00000134580.1	0.640369	0.211405	0.237304	0.238517	0.142231	0.229437	0.263541
ENSMUSG00000134581.1	0	0	0	0	0	0.226503	0.051536
ENSMUSG00000134582.1	0	0	0.167979	0	0	0	0
ENSMUSG00000134583.1	0	0	0	0	0	0.430226	0
ENSMUSG00000134584.1	2.166522	0.947458	3.384025	1.150579	1.101971	2.405754	4.379697
ENSMUSG00000134585.1	0.207105	0.100205	0.507683	0.045026	0.1092	0.101893	0.20735
ENSMUSG00000134586.1	0	0	0	0	0	0	0.178326
ENSMUSG00000134587.1	0.374907	0.661739	0.540162	0.322511	0	0.799672	1.505244
ENSMUSG00000134588.1	1.093362	0.155512	0.829115	0.223619	0.11626	0.271342	0.967223
ENSMUSG00000134589.1	0.470222	0	0.307379	0.113588	0	0	0.285321
ENSMUSG00000134590.1	0	1.018597	0	0.215241	0.333215	0.414426	0
ENSMUSG00000134591.1	0.315381	0.157025	0.42719	0.33791	0.085255	0.093154	0.442836
ENSMUSG00000134592.1	0.221044	0.152785	0	0	0	1.087517	1.207127
ENSMUSG00000134593.1	0	0	1.108053	0	0.143767	0	0.173719
ENSMUSG00000134594.1	0.200482	1.524292	0	0.435861	0.906067	0.281815	0.182473
ENSMUSG00000134595.1	0.204866	0.029245	0.373381	0.030662	0	0.148688	0.115529
ENSMUSG00000134596.1	0.205256	0	0.228458	0.333192	0.673117	0.721312	0.212063
ENSMUSG00000134597.1	0.314913	0	0.926348	0	0.372831	0.901221	0.600675
ENSMUSG00000134598.1	0.128428	0.763421	0.125928	0	0.096737	0.18053	0.058446
ENSMUSG00000134599.1	0.139399	0.017037	0.178645	0.056604	0.029217	0.032707	0.22966
ENSMUSG00000134600.1	0	0	0	0	0.882112	0	0
ENSMUSG00000134601.1	0	0.02666	0.037821	0	0.145268	0.02711	0.035107
ENSMUSG00000134602.1	3.71417	1.283605	0	2.691614	0	0	0
ENSMUSG00000134603.1	0.147573	0	0.241168	0.071296	0.075236	0.172868	0.08725
ENSMUSG00000134604.1	0.464743	0.221725	0.157264	0.660362	0.593155	0	0.437934
ENSMUSG00000134605.1	0.269398	0.124137	0.352205	0.130153	0	0.12623	0.490395
ENSMUSG00000134606.1	0.518835	0.945858	0.508735	0.059927	0	0.845558	1.12657
ENSMUSG00000134607.1	0.487426	0.610313	1.499259	0.573384	0.397159	0.09511	1.038699
ENSMUSG00000134608.1	0.83595	0	0	0	0	0.440656	0.760855
ENSMUSG00000134609.1	0.413554	0.196978	0.892131	0	0.213119	0.694668	0.78875
ENSMUSG00000134610.1	2.514767	1.468568	4.097689	1.044267	1.681085	1.908491	4.844425
ENSMUSG00000134611.1	11.558543	10.058564	5.113048	6.130157	5.000599	4.818818	10.269956
ENSMUSG00000134612.1	0.193724	0	0.189953	0.421169	0.158378	0.136158	1.654981
ENSMUSG00000134613.1	0.327335	0.069164	0.41527	0.266447	5.066901	0.08517	0.664097
ENSMUSG00000134615.1	14.709493	0	0	0	0	0	0
ENSMUSG00000134616.1	0.467248	0	0	0.070892	0.21117	0.264401	0.085055
ENSMUSG00000134617.1	0.177747	0.184246	0	0.067176	0	0	0.151083
ENSMUSG00000134618.1	0.134175	0	0	0.19447	0.202132	0	0
ENSMUSG00000134619.1	0	0.384426	0.727134	0.671757	0	0	0
ENSMUSG00000134621.1	0	0	0	0	0	0	0.387238
ENSMUSG00000134622.1	0	0	0	0	0	0	2.578423
ENSMUSG00000134623.1	4.009718	3.010699	5.330438	1.532021	2.244109	2.425587	5.166616
ENSMUSG00000134624.1	0.484533	0	0	0	0	0.681101	0
ENSMUSG00000134625.1	0	0	0	0	0	0	0
ENSMUSG00000134626.1	0.215518	0	0.422646	0	0	0	0
ENSMUSG00000134627.1	0.850914	0	0	0	0.51287	0	0
ENSMUSG00000134628.1	0.133914	0	0	0	0	0	0
ENSMUSG00000134629.1	0.189989	0	0	0	0	0.066766	0
ENSMUSG00000134630.1	0.179599	0	0.164935	0	0.145512	0.757378	0
ENSMUSG00000134631.1	0.509377	0.061416	0.486125	0.204031	0.584653	0.171631	0.509973
ENSMUSG00000134632.1	0	0	0	0.562049	0	0	0.705902
ENSMUSG00000134633.1	0.443986	0	0.145115	0	0.111476	0	0
ENSMUSG00000134634.1	0.094994	0	0.283338	0.034045	0.080916	0.092152	0.844292
ENSMUSG00000134635.1	1.60736	0	4.506194	0.388278	0	0	0
ENSMUSG00000134636.1	0.209717	0.171543	0.186096	0.01058	0.120962	0.041043	0.159478
ENSMUSG00000134637.1	0.575511	0.061852	0.738277	0.076885	0	0	0.29903
ENSMUSG00000134638.1	0.040501	0.032376	0.043633	0	0.033068	0.29457	0
ENSMUSG00000134639.1	6.917306	0.829022	0.799601	3.595902	2.917048	0.327515	1.172439
ENSMUSG00000134640.1	0.113805	0	0.046254	0	0.071064	0	0.103582
ENSMUSG00000134641.1	0	0	0	0	0	0	0
ENSMUSG00000134642.1	0.146114	0.168322	0.14327	0	0	0.034232	0.443295
ENSMUSG00000134643.1	0.463491	0.15859	0.904706	0.088977	0.45319	0.4593	0.947742
ENSMUSG00000134644.1	0.305427	0.625859	1.267553	0.041928	0.92604	0.238513	0.575748
ENSMUSG00000134645.1	0.127715	0.654791	0.709407	0.046277	0.356505	0.372088	0.297443
ENSMUSG00000134646.1	0.19875	0.411231	0.487201	0.072015	0.074853	0.419068	0.18839
ENSMUSG00000134647.1	0.140747	0	0.161779	0.239133	0	0.148384	0.172447
ENSMUSG00000134648.1	0	0	0.392247	0	0.160663	0.056232	0.064712
ENSMUSG00000134649.1	32.295166	12.856021	53.874184	16.369948	15.425319	28.385361	59.448433
ENSMUSG00000134650.1	0	0.038755	0.130547	0	0	0	0.201965
ENSMUSG00000134651.1	0.442237	0.783553	0.635346	0.458933	0.613642	0.040419	0.741423
ENSMUSG00000134652.1	0.796431	0.62851	1.120851	0.319198	0.325423	0.762986	1.352525
ENSMUSG00000134653.1	0	0	0	0	0	0	0
ENSMUSG00000134654.1	0.467565	0	0	0	0	0.164312	0.106391
ENSMUSG00000134655.1	0.170936	0.341585	0	0	0	0	0
ENSMUSG00000134656.1	0.47893	0	0.335434	0.089248	0.051536	0.096175	0.373634
ENSMUSG00000134657.1	0	0.15578	0.441983	0.326658	0.169764	0.158406	0
ENSMUSG00000134658.1	0	0	0	0.165493	0	0.160504	0
ENSMUSG00000134659.1	0	0	0	0	0	0	0
ENSMUSG00000134660.1	0.076416	0.105637	0.206055	0.124601	0.02878	0.067136	0.104328
ENSMUSG00000134661.1	0	0	0.254798	0	0.339528	0	0
ENSMUSG00000134662.1	0.068283	0	0.066954	0.049484	0.051434	0	0.124298
ENSMUSG00000134663.1	0.13989	0.081625	0.347381	0.101377	0	0	0.663789
ENSMUSG00000134664.1	1.341798	2.235379	1.959778	1.351218	1.476792	1.363139	2.850725
ENSMUSG00000134665.1	0	0.437328	0.1551	0.046449	0	0	0
ENSMUSG00000134666.1	2.111145	0	0	0	0	0	0
ENSMUSG00000134667.1	0	0	0	0	0	0	0
ENSMUSG00000134668.1	0.046515	0.128564	0.610201	0.539719	0.61722	0.183013	0.60943
ENSMUSG00000134669.1	0.148154	0.121757	0.03632	0.029231	0.223129	0.047713	0.073476
ENSMUSG00000134670.1	1.710867	0.572193	1.678904	0.44591	0	0.100823	0.479147
ENSMUSG00000134671.1	0.703703	0	0	0	0	0	2.475441
ENSMUSG00000134672.1	0	0	0.159114	0	0.061115	0.140551	0.221543
ENSMUSG00000134673.1	0	0	0	0.061248	0	0	0
ENSMUSG00000134674.1	5.303299	7.122502	11.625219	2.057955	3.835092	7.134652	9.965958
ENSMUSG00000134675.1	0	0.221922	0.31482	0	0	0.406191	0.409119
ENSMUSG00000134677.1	0.122966	0.315725	0.258158	0.101686	0.105692	0.111081	0.383479
ENSMUSG00000134678.1	0	0	0	0	0.29562	0.466255	0
ENSMUSG00000134679.1	0	0	0.283536	0.052389	0	0.050809	0.460581
ENSMUSG00000134680.1	0	0	0	0	0.149354	0	0
ENSMUSG00000134681.1	0.095257	0	0.186805	0.485222	0.358756	0.200852	0.341105
ENSMUSG00000134682.1	0	0.175511	0.298778	0.11041	0.153013	0.678182	0.277337
ENSMUSG00000134683.1	0	0	0	0	0.795557	3.711645	1.922605
ENSMUSG00000134684.1	0	0	0	0.319145	0.063249	0.066954	0
ENSMUSG00000134685.1	0.102781	0.177603	0.179197	0.095198	0.137657	0.57791	0.514513
ENSMUSG00000134686.1	0	0.143712	1.039654	0.214037	0.073895	0.103426	0.178588
ENSMUSG00000134687.1	0	0	0	0.042283	0	0	0.053105
ENSMUSG00000134688.1	1.23462	0	0.680773	0.240282	0.929965	0	0.421279
ENSMUSG00000134689.1	0.546495	0.12784	0.402844	0.022342	0.011611	0	0.08418
ENSMUSG00000134690.1	0.286562	0.19807	0.497231	0.553781	0.35975	0.071283	0.553858
ENSMUSG00000134692.1	0.098382	0.019568	0.322659	0.06155	0	0.110415	0.291782
ENSMUSG00000134693.1	0.940398	0.171728	0.214451	0	0.026	0.066583	0.394784
ENSMUSG00000134694.1	0	0.17147	0.364875	0	0.093431	0.08718	0.225793
ENSMUSG00000134695.1	0.121848	0.041165	0.059657	0	0	0	0.110902
ENSMUSG00000134696.1	0.661989	0	0.97547	2.973648	0	0	1.955009
ENSMUSG00000134697.1	0	0	0	0	0	0	0
ENSMUSG00000134698.1	0.982206	0.396355	1.031526	0.629719	0.560276	0.992427	2.972902
ENSMUSG00000134699.1	0.420427	0	0	0	0.216958	0	0.188351
ENSMUSG00000134700.1	0.155679	0.48422	0.152649	0.084614	0.381107	0.273545	0.460507
ENSMUSG00000134701.1	0.125146	0.03238	0.934117	0	0.137428	0.238265	0.973662
ENSMUSG00000134702.1	0.333168	0.230284	0	0.241443	0.250956	0.105124	0
ENSMUSG00000134703.1	0	0.861092	0	0	0	0.291868	0.755928
ENSMUSG00000134704.1	0	0.260012	0.510577	0	0.157428	0.118442	0.099481
ENSMUSG00000134705.1	1.31427	0.908377	5.157304	0	2.983105	1.847374	1.196158
ENSMUSG00000134706.1	1.055491	0.561062	0.615503	0	0.292722	1.928271	1.459348
ENSMUSG00000134707.1	0	0	0	0	0	0.58757	1.521785
ENSMUSG00000134708.1	0.149861	0.034897	0.245954	0	0.074853	0.142286	0
ENSMUSG00000134709.1	0	0	0	0	0	0	0
ENSMUSG00000134710.1	5.094612	0	0	0	0	0	9.246766
ENSMUSG00000134711.1	0.412642	0.34759	0.554866	0.284407	0.155785	0.382028	0.443352
ENSMUSG00000134712.1	0	0	0	0	0.175499	0.163757	0
ENSMUSG00000134713.1	0.290995	0.100567	0	0	0	0.204524	0
ENSMUSG00000134714.1	0.159643	0	0	0	0	0.224408	0
ENSMUSG00000134715.1	0.242838	0	0	0	0	0.341353	0
